product_id,customer_id,transaction_id,amount,status,channel
1369,40948,83,1562.16,failed,online
2276,17974,2000,922.96,completed,online
3556,18083,2555,1630.17,completed,online
1,44105,3110,1970.13,failed,online
91,12418,3299,1155.68,failed,online
4321,6436,5169,1925.72,completed,online
4296,12042,5684,1356.49,completed,online
1,32002,6905,544.63,failed,online
2890,6201,7671,1043.4,completed,online
863,42016,8968,1006.31,completed,online
1,45740,16162,1981.39,completed,online
1,49624,16897,1671.33,completed,online
2030,20617,17422,1424.65,completed,online
4955,36372,17849,1628.65,failed,online
381,25625,21031,583.06,failed,online
2442,37828,23750,1290.79,failed,online
1,20017,23843,715.24,completed,online
4031,12543,23933,312.9,completed,online
1,11998,26677,1015.05,completed,online
3230,33677,27014,971.83,completed,online
1,42772,27689,256.27,completed,online
2284,31482,27712,8164.973613127991,completed,online
1,42012,28735,947.01,failed,online
1664,25350,31054,641.4,completed,online
1206,40603,34454,17.0,failed,online
1,35969,36339,47.52,completed,online
24,47406,38325,903.65,completed,online
1561,42561,45179,1033.17,failed,online
1884,49489,47151,1066.23,failed,online
3973,26484,48027,459.11,failed,online
1545,13885,48796,309.45,completed,online
4594,13619,50323,749.65,failed,online
1022,28544,50799,24.79,failed,online
1391,2290,54018,1241.73,completed,online
1,650,54711,30.53,completed,online
1894,2885,55194,520.11,failed,online
1341,42240,56536,539.34,completed,UNKNOWN
3092,35336,61236,567.54,completed,online
3834,2337,61566,1315.99,completed,online
324,37005,65813,292.4,failed,online
1,17531,70654,1334.95,failed,online
4083,28061,71057,451.85,failed,online
1,28753,72055,1007.05,failed,online
1,10521,73020,183.26,completed,online
1607,7423,77398,542.95,completed,online
607,10464,78402,275.76,completed,online
1,32229,78525,1624.34,completed,online
3070,35821,79899,507.0,completed,online
1,43995,81245,376.81,completed,online
1354,31434,81601,981.87,failed,online
4094,23877,81692,509.95,failed,online
2205,36330,82870,339.04,completed,online
1034,28503,85968,563.73,failed,online
1327,43795,86950,610.92,completed,online
2088,24364,87318,34.6,completed,online
1655,20826,90545,118.35,failed,online
1,42385,90844,1453.09,completed,online
1,3723,91898,148.22,failed,online
1,41211,93368,239.35,completed,online
2264,28723,94794,514.9,completed,online
1,34687,96221,1264.02,failed,online
2192,36179,96935,1474.77,completed,online
1752,43927,98285,1573.43,completed,online
1431,2516,105204,1531.23,failed,online
3162,40885,106760,949.8,failed,online
1,14269,107061,579.23,failed,online
3270,48948,107316,950.47,failed,online
4309,37689,110098,858.11,failed,online
4689,37909,110754,609.26,failed,online
1788,26645,111029,394.96,failed,online
2113,19955,111344,1668.54,failed,online
3679,38941,114167,1437.08,failed,online
1245,46073,114813,1567.12,failed,online
1,14497,124066,105.95,completed,online
2894,36266,128405,800.29,failed,online
2304,24382,129224,1847.61,failed,online
1180,34977,131349,367.54,completed,online
4037,8055,131543,1716.75,failed,online
4824,45471,134972,674.69,completed,online
2169,45281,135974,906.34,completed,online
460,39687,136605,1867.17,completed,online
3459,33216,137128,1658.42,completed,online
833,39357,137418,1380.4,completed,online
4829,43827,138912,1965.18,completed,online
1370,27772,141244,987.19,completed,online
1,41203,141346,86.21,failed,online
3050,21904,142823,1506.64,failed,online
2118,11923,143004,786.89,completed,online
240,45706,146626,772.07,completed,online
3572,901,147367,37.18,completed,online
3625,24692,148403,748.48,failed,online
