product_id,customer_id,transaction_id,amount,status,channel
2299,47575,2725,1651.85,completed,online
3355,35116,6629,1948.7,failed,online
540,15455,8407,1401.77,completed,online
1741,30322,8980,405.3,completed,online
1768,25092,14132,1664.2,failed,online
1178,46895,19815,111.46,completed,online
2174,44985,20607,456.7,failed,online
1403,12209,21675,1512.18,failed,online
2602,41046,23209,1300.91,completed,online
3587,40461,24293,1974.14,failed,online
1514,48872,25533,232.28,failed,online
2192,19005,26119,1884.03,failed,online
1034,44995,27265,1651.66,completed,online
2912,11916,30322,1387.61,failed,online
136,3631,30977,1753.04,completed,online
1,33960,32473,781.23,completed,online
1,41635,36822,825.9,completed,online
2591,49288,38347,1312.36,failed,online
1780,28046,39241,1013.55,completed,online
3947,22444,41544,252.83,failed,online
1,36895,41650,275.97,completed,online
1,646,48476,1495.81,failed,online
4148,10479,50510,1771.64,completed,online
1549,34738,52195,931.31,completed,online
1,30780,55924,1688.05,failed,online
728,36595,58094,1774.2,completed,online
3855,34289,60219,858.14,failed,online
3802,34722,61774,1295.57,completed,online
411,43646,62623,8758.902278950307,failed,online
4060,45160,64399,1799.41,completed,online
1712,32728,65215,630.27,completed,online
3206,27972,67911,251.23,completed,online
4302,5534,68386,1080.24,failed,online
1,10127,69186,1149.19,completed,online
1,36224,70046,1880.13,failed,online
822,28345,74098,109.61,failed,online
1,47748,76597,1400.37,completed,online
1,13375,78671,1953.57,failed,online
2403,16880,81433,909.31,completed,online
1,45548,82239,1378.39,failed,online
1152,3112,82924,1296.94,failed,online
4718,40050,83361,99.19,completed,online
526,37477,88684,557.75,failed,online
548,14403,91020,1495.01,failed,online
4673,39622,91653,680.23,completed,online
4000,12395,91871,1407.88,completed,online
3517,1391,92341,577.1,completed,online
3686,37848,93666,133.29,completed,online
1571,724,95488,362.2,completed,online
3591,33978,96941,1817.15,completed,online
129,32274,97895,265.17,completed,online
1,43750,98075,965.28,completed,online
4120,28310,102431,1460.0,failed,online
4682,35015,103599,1179.47,failed,UNKNOWN
3638,10753,103772,690.06,completed,online
2967,24581,104149,1662.18,failed,online
3013,3210,104301,1272.71,failed,online
4459,32821,104847,460.71,failed,online
3114,47821,106141,1103.81,completed,online
2526,25842,113134,5859.64691789225,completed,online
3007,22571,114422,1577.73,completed,online
203,42028,114628,1287.71,failed,online
1,41136,117574,561.37,failed,online
828,11077,117642,761.92,failed,online
4760,40876,119629,1116.24,failed,online
927,34865,120439,1184.88,failed,online
1,22628,120676,1782.05,failed,online
1283,48998,121517,753.06,completed,online
3000,20053,122379,669.08,completed,online
4548,4177,127345,773.37,failed,online
4100,12706,128667,1969.12,completed,online
3915,4250,129847,442.62,completed,online
1,42822,131567,1306.42,completed,online
3836,40980,134043,844.04,completed,online
399,45229,135416,696.97,completed,online
1964,5236,138879,1957.79,completed,online
1095,11101,140225,782.29,failed,online
1,4696,141325,1374.41,failed,online
2384,43828,142770,1016.39,completed,online
3016,43905,149344,1040.43,completed,online
