product_id,customer_id,transaction_id,amount,status,channel
623,32881,143,1987.95,failed,online
4625,31083,1610,346.01,failed,online
1446,19049,2390,328.64,failed,online
4170,27345,8230,1487.21,failed,online
1212,288,9219,1327.82,failed,online
2686,16915,12805,643.61,completed,online
2231,2932,15385,75.19,completed,online
3705,31474,17815,9903.044388431752,completed,online
1749,1618,22813,1340.69,completed,online
1836,17769,23984,1158.45,failed,online
3855,14488,26211,877.85,failed,online
64,719,27548,1453.43,failed,online
4666,48009,31195,51.32,completed,online
1164,38559,31825,1221.57,failed,online
3340,35439,32447,880.13,failed,online
1021,2259,33196,769.37,completed,online
295,49089,34472,974.67,completed,online
3737,48685,36852,223.27,failed,online
273,20468,36999,1550.64,failed,online
4421,14915,40565,413.27,completed,online
3374,29384,41187,1381.4,failed,online
1,16462,41308,1480.47,completed,online
1193,13800,43933,386.87,failed,online
4982,45033,52200,1096.54,failed,online
1933,44788,52302,891.34,failed,online
1884,48701,52621,1797.38,failed,online
4288,19810,52812,1878.09,failed,online
4749,18729,53605,553.7,failed,online
1,15354,59784,1011.28,completed,online
679,27572,60436,153.11,completed,online
1845,18414,61942,1527.13,completed,online
1,40072,67776,1266.83,completed,UNKNOWN
867,19135,69804,676.18,completed,online
3847,23458,69923,1794.44,failed,online
3622,44643,70762,654.98,failed,online
1,21183,72976,1081.61,completed,online
1,18190,73568,1001.29,completed,online
2536,25608,74861,261.07,failed,online
2950,22600,75357,834.65,completed,online
1566,44527,75573,916.55,failed,online
1,45119,75628,1291.39,failed,online
243,7203,81919,1929.53,failed,online
4856,30387,83420,754.09,failed,online
1,1955,85826,1347.15,failed,online
1,16470,87797,986.43,failed,online
4256,4464,89026,1792.58,failed,online
1493,9653,90387,1100.61,failed,online
4418,17261,92668,336.5,completed,online
3709,35824,95234,12.39,failed,online
2709,35203,96790,1040.89,completed,UNKNOWN
1,19707,96930,1889.12,failed,online
4005,30058,97985,521.95,completed,online
1,44810,98004,1685.14,completed,online
902,28409,99794,773.44,completed,online
941,44653,102501,1951.5,completed,online
4306,46618,102640,1865.21,completed,online
3464,21597,115186,1198.61,failed,online
4025,18993,115326,1188.08,completed,online
1574,21037,118348,306.98,failed,online
1499,13923,122122,1520.2,failed,online
3237,9151,122427,117.73,failed,online
465,44256,122559,873.24,failed,online
1853,28926,127984,976.5,completed,online
1127,38718,129985,438.76,completed,online
1592,13627,132543,990.0,failed,UNKNOWN
1738,8548,134109,1571.22,failed,online
2273,46126,134834,1585.49,completed,online
1,2532,136365,814.47,completed,online
601,37595,137016,636.15,failed,online
4727,1549,137612,1806.15,failed,online
4497,22950,138584,776.08,completed,online
45,27390,139056,343.14,failed,online
3,15522,143112,1207.13,completed,online
735,41139,144154,1243.32,failed,online
2917,32565,146871,1262.96,completed,online
1568,27385,149909,490.21,completed,online
