product_id,customer_id,transaction_id,amount,status,channel
1,2439,119,1129.77,failed,online
1,13176,4360,1735.06,completed,online
316,10220,4611,153.25,failed,online
4616,32311,7007,600.39,completed,online
697,25880,7185,468.16,completed,online
4865,38619,7983,1564.48,failed,online
2977,30540,9111,1042.67,completed,online
3004,43669,9666,1075.37,completed,online
628,22786,11705,949.19,failed,online
1878,36675,13861,1175.32,failed,online
1968,23237,17855,481.36,completed,online
1,25162,18325,882.08,failed,online
3725,28068,18566,499.64,completed,online
2813,45515,19348,1616.48,failed,online
4886,20755,20350,1344.72,completed,online
1563,25128,20539,1759.94,failed,online
1334,37011,21878,613.79,failed,online
1,43669,22771,570.94,completed,online
4266,34039,25137,1501.86,failed,online
2446,5063,28353,795.46,completed,online
1192,43059,29230,1567.54,failed,online
800,26352,29736,1843.77,completed,online
1374,4693,32210,256.93,completed,online
2742,36688,33411,1666.69,failed,online
1050,2372,37394,1964.57,completed,online
2955,25988,37878,777.11,failed,online
4283,35534,38463,1149.94,completed,online
793,25518,39322,515.84,failed,online
3337,44555,45597,112.74,completed,online
2171,23719,47514,1562.62,failed,online
3320,7981,52551,1415.92,failed,online
1,33453,52674,1584.72,completed,online
810,14354,56491,1325.36,failed,online
1288,14041,56826,885.84,failed,online
1971,27249,57575,220.1,failed,online
2097,38731,57798,1709.11,completed,online
1,5194,60271,157.92,failed,online
726,42706,60895,1735.26,completed,online
1,8636,61624,1431.29,completed,online
862,22400,62295,1953.51,completed,online
1,45605,64495,1366.99,completed,online
292,42753,67956,474.32,completed,online
4487,2570,69175,762.87,completed,online
1,36856,70924,1563.09,failed,online
1,36447,74788,1469.91,completed,online
674,10089,75448,1210.39,completed,online
1,6006,77467,466.23,failed,online
1888,2534,81276,1270.34,failed,online
4224,10060,81700,1693.06,completed,online
1,41887,81787,863.1,failed,online
4469,39558,81897,1570.27,completed,online
4192,11690,83539,638.05,failed,online
4931,35367,84868,1922.74,failed,online
1264,31760,88041,1997.39,failed,online
2960,29636,90785,577.89,completed,online
629,17699,92944,124.64,completed,online
4931,20782,95339,280.06,completed,online
606,15027,96205,952.2,completed,online
3939,40205,97647,1879.91,failed,online
4142,49377,98216,735.4,failed,online
1,33273,99511,1676.89,failed,online
1,17085,99549,1259.68,failed,online
204,20339,99981,1103.89,failed,online
1339,21644,100495,1593.5,failed,online
1,15935,104202,1511.85,failed,online
1613,7042,107071,719.19,failed,online
1,32285,107134,1252.93,completed,online
1,37961,107604,1856.33,completed,online
1,47762,109437,1314.62,completed,online
2261,2363,114176,653.53,failed,online
1,45540,114364,1559.27,completed,online
1,47237,114840,517.92,completed,online
1,21250,114898,1270.56,completed,online
217,36427,118263,1255.28,failed,online
3955,9055,119738,620.09,completed,online
2367,26126,120486,144.27,completed,online
4431,24518,121371,614.66,completed,online
1291,37978,123459,631.41,failed,online
2805,17790,125058,8714.808700068941,failed,online
744,8855,128839,117.44,completed,online
2683,46795,131244,1722.57,completed,online
1595,8859,131258,789.84,completed,online
3713,4809,135031,110.25,completed,online
1175,26176,135105,132.55,completed,UNKNOWN
1,4241,137907,755.58,failed,online
2809,31875,138366,1520.56,failed,online
1,11421,139301,1071.09,failed,online
1,42279,140305,1030.64,completed,online
4693,31611,140959,498.16,completed,online
3204,40283,141624,524.88,completed,online
183,5736,142175,432.19,failed,online
1,33409,146830,220.9,completed,online
2124,46612,147368,1909.44,completed,online
1,27319,149320,904.63,failed,online
3329,5336,149766,305.22,completed,online
