product_id,customer_id,transaction_id,amount,status,channel,transaction_date,fraud_flag
1802,12078,354,740.08,completed,online,2025-01-16,NO
500,15034,396,1868.07,failed,online,2025-01-16,NO
1883,17604,7721,1707.81,completed,online,2025-01-16,NO
1007,27686,13149,393.23,failed,online,2025-01-16,NO
4991,34796,16727,878.51,failed,online,2025-01-16,NO
4092,29937,19168,707.87,failed,online,2025-01-16,NO
2829,37896,20031,344.33,completed,online,2025-01-16,NO
558,4840,22167,1917.36,completed,online,2025-01-16,NO
1,49690,23022,1817.03,completed,online,2025-01-16,NO
1578,42920,24449,797.78,completed,online,2025-01-16,NO
4189,24156,26849,1942.72,completed,online,2025-01-16,NO
4115,7720,27313,281.35,failed,online,2025-01-16,NO
3453,7133,27779,759.69,completed,online,2025-01-16,NO
1,4000,29379,1697.94,failed,online,2025-01-16,NO
1,35867,30103,515.78,completed,online,2025-01-16,NO
1112,28083,36745,1595.64,completed,online,2025-01-16,NO
4038,2277,38770,1025.19,completed,online,2025-01-16,NO
3256,49466,40126,400.44,failed,online,2025-01-16,NO
4512,11267,41717,1341.06,completed,online,2025-01-16,NO
2601,13789,44331,1165.24,failed,online,2025-01-16,NO
3667,17451,44361,1311.26,completed,online,2025-01-16,NO
873,1312,48739,1341.23,completed,online,2025-01-16,NO
3907,14042,55196,705.37,failed,online,2025-01-16,NO
2820,31478,56947,199.35,completed,online,2025-01-16,NO
873,25861,57904,459.2,failed,online,2025-01-16,NO
1808,12885,58775,712.98,failed,online,2025-01-16,NO
1653,28888,59414,1057.04,failed,online,2025-01-16,NO
2540,32660,65548,852.56,failed,online,2025-01-16,NO
1,13232,67079,1326.74,failed,online,2025-01-16,NO
1,37843,69805,832.08,failed,UNKNOWN,2025-01-16,NO
4351,7861,69853,163.27,completed,online,2025-01-16,NO
3577,27035,70999,1473.05,failed,online,2025-01-16,NO
2269,6871,74808,1969.35,completed,online,2025-01-16,NO
1,26613,76884,22.67,failed,online,2025-01-16,NO
1694,9141,77476,570.6,completed,online,2025-01-16,NO
107,21858,79908,1756.34,failed,online,2025-01-16,NO
1,16873,80065,346.06,completed,online,2025-01-16,NO
1630,8746,84229,1663.39,completed,online,2025-01-16,NO
4641,6448,84680,400.0,completed,online,2025-01-16,NO
1436,45683,85901,215.91,failed,online,2025-01-16,NO
1995,3819,86500,266.02,completed,online,2025-01-16,NO
1124,41663,89698,699.46,completed,online,2025-01-16,NO
