product_id,customer_id,transaction_id,amount,status,channel,transaction_date,fraud_flag
4059,42928,1350,1704.02,completed,online,2025-06-13,NO
2422,33886,2031,1762.44,completed,online,2025-06-13,NO
1772,40148,2284,515.07,failed,online,2025-06-13,NO
3511,37780,2521,314.08,completed,online,2025-06-13,NO
1476,33651,3028,1482.19,completed,online,2025-06-13,NO
2433,36166,3654,1161.32,completed,online,2025-06-13,NO
39,30725,3749,1381.44,failed,online,2025-06-13,NO
1155,19932,4040,1619.55,completed,online,2025-06-13,NO
3385,49674,4784,1057.43,failed,online,2025-06-13,NO
3215,40228,5344,707.12,completed,online,2025-06-13,NO
4733,17233,5500,927.38,failed,online,2025-06-13,NO
2209,11750,7257,227.32,completed,online,2025-06-13,NO
1,11058,10728,400.33,failed,online,2025-06-13,NO
1920,10736,14507,463.84,failed,online,2025-06-13,NO
485,8669,14638,506.82,completed,online,2025-06-13,NO
4252,19614,18911,369.06,completed,online,2025-06-13,NO
4187,48571,20199,1008.71,failed,online,2025-06-13,NO
2621,28869,22983,356.68,failed,online,2025-06-13,NO
1,8375,23099,1986.69,completed,online,2025-06-13,NO
2536,35794,28359,1145.37,failed,online,2025-06-13,NO
3284,2098,29350,1945.34,completed,online,2025-06-13,NO
3336,41834,30106,371.17,completed,online,2025-06-13,NO
4010,3382,32254,1385.96,failed,online,2025-06-13,NO
4552,21314,34148,1664.26,completed,online,2025-06-13,NO
4380,44777,34461,422.51,completed,online,2025-06-13,NO
1,24048,37207,1108.86,failed,online,2025-06-13,NO
1350,17021,38022,1097.47,completed,online,2025-06-13,NO
3636,6721,38451,53.68,failed,online,2025-06-13,NO
2937,48645,48111,1709.65,failed,online,2025-06-13,NO
1008,45706,54448,742.37,failed,online,2025-06-13,NO
1095,47195,56840,1568.18,completed,online,2025-06-13,NO
2336,28255,56868,1765.54,failed,online,2025-06-13,NO
2186,8902,57771,443.83,completed,online,2025-06-13,NO
3172,23848,60625,68.86,completed,online,2025-06-13,NO
4347,9763,63007,27.5,completed,UNKNOWN,2025-06-13,NO
931,3033,63203,762.5,completed,online,2025-06-13,NO
2457,8866,63505,1146.96,completed,online,2025-06-13,NO
1771,8383,63578,871.87,failed,online,2025-06-13,NO
1,37164,64185,95.87,completed,online,2025-06-13,NO
3652,10033,66469,881.04,failed,online,2025-06-13,NO
3806,39989,75781,503.06,completed,online,2025-06-13,NO
4006,14236,77430,289.75,completed,online,2025-06-13,NO
2467,28979,81708,1384.93,failed,online,2025-06-13,NO
2233,18552,81726,1421.12,failed,online,2025-06-13,NO
4310,9979,87281,950.64,completed,online,2025-06-13,NO
1261,31053,89809,87.03,failed,online,2025-06-13,NO
2261,30645,93083,1127.75,failed,online,2025-06-13,NO
3897,4966,93640,1995.47,failed,online,2025-06-13,NO
1,20742,94714,690.55,failed,online,2025-06-13,NO
1,45321,95435,543.59,failed,online,2025-06-13,NO
2033,7067,96226,240.1,completed,online,2025-06-13,NO
839,22265,98503,1732.7,completed,online,2025-06-13,NO
4838,38377,99603,731.1,failed,online,2025-06-13,NO
3290,48279,100881,272.18,completed,online,2025-06-13,NO
3623,32121,102113,1347.65,failed,online,2025-06-13,NO
1557,35575,103839,448.42,completed,online,2025-06-13,NO
