product_id,customer_id,transaction_id,amount,status,channel,transaction_date,fraud_flag
290,2589,1168,1322.49,completed,online,2025-05-10,NO
2640,24135,1911,1375.13,failed,UNKNOWN,2025-05-10,NO
1,49691,2129,1449.7,failed,online,2025-05-10,NO
4048,15101,3081,1815.11,failed,online,2025-05-10,NO
3131,3889,3684,1959.39,completed,online,2025-05-10,NO
2785,48140,4301,762.45,completed,online,2025-05-10,NO
2613,20562,4649,1209.61,completed,online,2025-05-10,NO
1,17628,6228,1310.66,failed,online,2025-05-10,NO
1042,10734,6969,1088.51,completed,online,2025-05-10,NO
3521,33200,12101,1993.31,failed,online,2025-05-10,NO
289,25178,12138,1324.62,completed,online,2025-05-10,NO
991,32497,14262,1257.72,failed,online,2025-05-10,NO
4010,1264,16439,1930.33,failed,online,2025-05-10,NO
4075,21556,17333,363.44,completed,online,2025-05-10,NO
3628,29481,19208,1459.38,failed,online,2025-05-10,NO
2415,8837,19483,1547.05,completed,online,2025-05-10,NO
1154,11610,22423,843.6,failed,online,2025-05-10,NO
858,10043,22827,320.39,failed,online,2025-05-10,NO
4630,29125,25457,1146.55,failed,online,2025-05-10,NO
1,37600,29448,84.32,completed,online,2025-05-10,NO
3877,49820,29839,862.85,failed,online,2025-05-10,NO
1,29139,30463,1668.41,completed,online,2025-05-10,NO
3500,18263,31617,1045.78,completed,online,2025-05-10,NO
1769,27242,33356,840.52,completed,online,2025-05-10,NO
4474,29542,34765,941.33,completed,online,2025-05-10,NO
3838,3275,37378,106.54,completed,online,2025-05-10,NO
4362,33709,38982,329.28,failed,online,2025-05-10,NO
3481,49359,39261,1484.51,failed,UNKNOWN,2025-05-10,NO
645,43415,39689,514.12,completed,online,2025-05-10,NO
4465,33008,40561,1030.57,failed,online,2025-05-10,NO
3139,21710,41732,550.09,failed,online,2025-05-10,NO
82,38538,42155,376.87,completed,online,2025-05-10,NO
1,34858,45136,361.99,completed,online,2025-05-10,NO
1,41768,46195,1913.91,completed,online,2025-05-10,NO
4527,19877,47134,1808.96,failed,online,2025-05-10,NO
2196,33558,48107,1813.08,completed,online,2025-05-10,NO
3977,35911,48340,1240.03,failed,online,2025-05-10,NO
2380,2385,48357,278.92,completed,online,2025-05-10,NO
1,7950,50126,925.25,completed,online,2025-05-10,NO
1731,25509,51919,1771.84,completed,online,2025-05-10,NO
1,44236,53182,1406.85,failed,online,2025-05-10,NO
