product_id,customer_id,transaction_id,amount,status,channel,transaction_date,fraud_flag
1832,27870,331,1195.78,completed,online,2025-09-04,NO
3902,39372,891,244.41,failed,online,2025-09-04,NO
4089,28790,2258,403.17,failed,online,2025-09-04,NO
3147,23076,2523,373.41,failed,online,2025-09-04,NO
49,31999,3066,933.33,failed,online,2025-09-04,NO
4941,8224,5411,1744.77,failed,online,2025-09-04,NO
1,35492,5750,358.01,completed,online,2025-09-04,NO
3120,35960,7976,1256.81,failed,online,2025-09-04,NO
2560,30997,9994,1055.33,failed,online,2025-09-04,NO
4737,22800,11178,1032.92,failed,online,2025-09-04,NO
1,12291,11654,1201.21,failed,online,2025-09-04,NO
4435,43622,11747,612.01,completed,online,2025-09-04,NO
1434,15337,13739,1006.56,completed,online,2025-09-04,NO
1798,7818,17616,1204.93,completed,online,2025-09-04,NO
4791,37182,17711,710.98,completed,online,2025-09-04,NO
4166,27552,20196,688.24,failed,online,2025-09-04,NO
1,23815,21333,1373.02,failed,online,2025-09-04,NO
2056,1965,21449,1520.8,failed,online,2025-09-04,NO
4522,22620,21920,1714.3,completed,online,2025-09-04,NO
4156,35940,27536,721.03,failed,online,2025-09-04,NO
4657,47391,30084,1776.18,completed,online,2025-09-04,NO
746,3541,30506,1474.87,completed,online,2025-09-04,NO
4277,45886,30891,1232.97,completed,online,2025-09-04,NO
1,37286,34007,1270.35,completed,online,2025-09-04,NO
3481,19936,34318,1227.94,completed,online,2025-09-04,NO
1,45590,34414,1637.2,completed,online,2025-09-04,NO
78,552,34605,1824.6,failed,online,2025-09-04,NO
1,19742,34884,1066.0,failed,online,2025-09-04,NO
1,48733,35237,1436.55,failed,online,2025-09-04,NO
1,12618,37662,134.81,completed,online,2025-09-04,NO
1,30161,38133,1751.79,failed,online,2025-09-04,NO
480,19652,38798,525.97,failed,online,2025-09-04,NO
1934,26867,43086,531.15,completed,online,2025-09-04,NO
4321,654,43575,1796.35,failed,online,2025-09-04,NO
2268,32279,44925,75.84,completed,online,2025-09-04,NO
1,42927,46587,1930.23,failed,online,2025-09-04,NO
1935,39724,47835,752.92,failed,online,2025-09-04,NO
3380,35688,48417,974.86,failed,online,2025-09-04,NO
3560,32584,50729,688.75,completed,online,2025-09-04,NO
4823,34046,51280,792.38,completed,online,2025-09-04,NO
1854,22167,56088,679.69,completed,online,2025-09-04,NO
2021,8311,56757,690.62,failed,online,2025-09-04,NO
4427,10226,58897,1619.18,failed,online,2025-09-04,NO
2236,43437,61093,1901.04,completed,online,2025-09-04,NO
2062,43241,61490,1087.36,completed,online,2025-09-04,NO
2970,4709,64047,1737.04,completed,online,2025-09-04,NO
1297,24916,64501,1023.33,failed,online,2025-09-04,NO
1,13981,64823,487.74,completed,online,2025-09-04,NO
1478,9587,65088,1903.58,failed,online,2025-09-04,NO
1,35791,67651,624.81,completed,online,2025-09-04,NO
2987,28061,70721,117.14,completed,online,2025-09-04,NO
4690,9528,71532,1465.44,completed,online,2025-09-04,NO
2868,1353,73989,913.85,completed,online,2025-09-04,NO
1,684,75112,462.05,failed,online,2025-09-04,NO
3186,21757,76786,271.72,completed,online,2025-09-04,NO
1954,29918,76892,330.98,completed,online,2025-09-04,NO
4945,2656,81383,1424.21,completed,online,2025-09-04,NO
1,9402,83057,1929.6,failed,online,2025-09-04,NO
3967,26494,83447,1987.97,failed,online,2025-09-04,NO
3047,904,84782,602.37,failed,online,2025-09-04,NO
4208,15264,87830,1137.32,completed,online,2025-09-04,NO
2698,30716,88094,1470.97,failed,online,2025-09-04,NO
1614,39520,93529,1364.96,failed,online,2025-09-04,NO
2691,40819,94045,1824.15,failed,online,2025-09-04,NO
2794,46512,98024,749.69,completed,online,2025-09-04,NO
1,1826,98141,317.18,completed,online,2025-09-04,NO
3819,42306,101344,515.37,failed,online,2025-09-04,NO
2379,29911,101503,760.98,completed,online,2025-09-04,NO
31,39488,102048,374.08,completed,online,2025-09-04,NO
1538,41861,104692,92.51,completed,UNKNOWN,2025-09-04,NO
1427,1153,104988,1670.24,failed,online,2025-09-04,NO
557,40322,105656,387.42,failed,online,2025-09-04,NO
4854,16006,108591,1377.66,completed,online,2025-09-04,NO
1,48105,109032,1719.72,failed,online,2025-09-04,NO
2435,1781,110017,359.99,completed,online,2025-09-04,NO
4845,43854,111179,158.86,failed,online,2025-09-04,NO
514,39082,114536,1835.13,failed,online,2025-09-04,NO
2324,20951,115992,1670.87,completed,online,2025-09-04,NO
3433,26733,116275,1359.25,failed,online,2025-09-04,NO
3321,38526,120904,1978.29,failed,online,2025-09-04,NO
245,6903,121916,1016.96,completed,online,2025-09-04,NO
221,8904,123829,997.08,failed,online,2025-09-04,NO
2402,48031,124371,506.0,completed,online,2025-09-04,NO
2613,33311,124997,1349.03,completed,online,2025-09-04,NO
2178,42451,125580,964.5,failed,online,2025-09-04,NO
45,32778,126736,1158.55,completed,online,2025-09-04,NO
3067,30075,128849,983.85,completed,online,2025-09-04,NO
3684,24810,131075,1639.52,completed,online,2025-09-04,NO
618,41400,131261,1658.52,failed,online,2025-09-04,NO
1653,18637,131499,1691.43,failed,online,2025-09-04,NO
3197,38668,134343,797.38,failed,online,2025-09-04,NO
679,43379,134479,1024.88,completed,online,2025-09-04,NO
1480,29661,134816,1995.73,completed,online,2025-09-04,NO
1,48092,139410,955.76,failed,online,2025-09-04,NO
1,19727,140022,794.62,completed,online,2025-09-04,NO
829,26407,140439,29.95,failed,online,2025-09-04,NO
