product_id,customer_id,transaction_id,amount,status,channel,transaction_date,fraud_flag
438,29562,1069,1406.77,failed,online,2025-10-18,NO
1105,5192,2383,497.24,completed,online,2025-10-18,NO
4563,47244,3937,265.67,failed,online,2025-10-18,NO
1807,41203,5001,153.29,completed,online,2025-10-18,NO
1136,11913,7449,15.58,failed,online,2025-10-18,NO
2262,28245,7595,1111.45,completed,online,2025-10-18,NO
1626,43538,8829,1098.03,completed,online,2025-10-18,NO
1,4220,9325,863.27,completed,online,2025-10-18,NO
4578,34456,9340,1707.67,completed,online,2025-10-18,NO
1,38423,9998,153.14,failed,online,2025-10-18,NO
3339,24318,12675,1895.14,failed,online,2025-10-18,NO
2426,30729,12925,1323.19,completed,online,2025-10-18,NO
1053,30967,16745,499.14,completed,online,2025-10-18,NO
324,8927,20114,713.71,failed,online,2025-10-18,NO
1,44905,21101,1360.15,completed,online,2025-10-18,NO
4754,39064,23228,98.34,completed,online,2025-10-18,NO
1541,12405,24008,948.21,failed,online,2025-10-18,NO
4186,13334,26148,820.65,completed,online,2025-10-18,NO
4281,43419,26182,493.15,failed,online,2025-10-18,NO
1991,27891,27630,1427.88,failed,online,2025-10-18,NO
1,19006,32632,1154.15,failed,online,2025-10-18,NO
1167,38517,33039,1594.79,completed,online,2025-10-18,NO
2972,47306,38513,489.31,completed,online,2025-10-18,NO
4474,44638,41706,303.9,completed,online,2025-10-18,NO
1,35092,45047,63.44,completed,online,2025-10-18,NO
2551,35341,46105,1837.95,completed,online,2025-10-18,NO
4303,37748,46431,1133.25,completed,online,2025-10-18,NO
1,5570,47936,223.03,completed,online,2025-10-18,NO
3553,33747,51507,401.63,failed,online,2025-10-18,NO
1,40803,52622,110.96,completed,online,2025-10-18,NO
2193,48403,57941,1031.7,completed,online,2025-10-18,NO
1957,1993,60114,1803.68,failed,online,2025-10-18,NO
3961,7522,61445,50.44,completed,UNKNOWN,2025-10-18,NO
1049,46057,64903,803.75,completed,online,2025-10-18,NO
4984,28643,67720,142.56,completed,online,2025-10-18,NO
1,9734,69142,1503.37,failed,online,2025-10-18,NO
4677,37711,69181,1511.34,completed,online,2025-10-18,NO
1,49132,72421,1906.78,failed,online,2025-10-18,NO
2678,9357,72902,861.29,failed,online,2025-10-18,NO
367,49694,75340,1448.16,failed,online,2025-10-18,NO
1292,30311,75648,1820.36,failed,online,2025-10-18,NO
811,19501,77206,1618.28,failed,online,2025-10-18,NO
580,15040,78720,482.19,completed,online,2025-10-18,NO
3927,38023,83508,1776.79,completed,online,2025-10-18,NO
4651,31285,86419,1905.65,completed,online,2025-10-18,NO
2713,21356,97481,794.96,failed,online,2025-10-18,NO
783,27865,98591,667.38,failed,online,2025-10-18,NO
592,23728,102197,706.62,failed,online,2025-10-18,NO
2675,22616,106113,548.91,completed,online,2025-10-18,NO
2503,45118,106626,268.36,failed,online,2025-10-18,NO
7,10835,107017,159.99,failed,online,2025-10-18,NO
2871,16251,107253,1081.71,failed,online,2025-10-18,NO
1070,48997,108048,1061.97,completed,online,2025-10-18,NO
496,28913,109870,1841.59,failed,online,2025-10-18,NO
2246,14434,111297,598.46,completed,online,2025-10-18,NO
866,48925,112934,398.69,failed,online,2025-10-18,NO
3485,40568,115365,101.49,failed,online,2025-10-18,NO
1694,49729,118903,1950.2,completed,online,2025-10-18,NO
1,7865,119099,5759.627874836418,completed,online,2025-10-18,NO
