product_id,customer_id,transaction_id,amount,status,channel,transaction_date,fraud_flag
1,2865,82,44.24,failed,online,2025-03-02,NO
1457,4828,418,1992.91,failed,online,2025-03-02,NO
1,12138,818,533.4,completed,online,2025-03-02,NO
68,25441,2093,1705.64,failed,online,2025-03-02,NO
1256,12074,6968,89.38,failed,online,2025-03-02,NO
4038,23281,7430,196.44,failed,online,2025-03-02,NO
3354,33254,7491,1759.68,completed,online,2025-03-02,NO
4099,18471,8215,656.82,failed,online,2025-03-02,NO
1,23494,9170,868.18,completed,online,2025-03-02,NO
1544,31051,10608,1477.84,failed,online,2025-03-02,NO
3878,22563,12369,1575.23,failed,online,2025-03-02,NO
3238,11263,17107,1405.7,completed,online,2025-03-02,NO
1,16487,27294,1877.39,completed,online,2025-03-02,NO
3108,17226,29480,298.98,failed,online,2025-03-02,NO
1,27326,30442,1215.93,completed,online,2025-03-02,NO
4293,14135,31635,839.9,failed,online,2025-03-02,NO
1,33157,33183,1765.93,completed,UNKNOWN,2025-03-02,NO
3997,34985,36768,1275.66,completed,online,2025-03-02,NO
109,30732,37255,1173.3,failed,online,2025-03-02,NO
538,45110,38812,690.51,failed,online,2025-03-02,NO
1,48095,39052,1109.84,failed,online,2025-03-02,NO
1560,21430,41627,788.39,completed,online,2025-03-02,NO
1038,29207,42387,1344.56,failed,online,2025-03-02,NO
3549,30853,42756,585.49,failed,online,2025-03-02,NO
1158,40526,43509,1177.25,failed,online,2025-03-02,NO
118,29261,43764,910.71,failed,online,2025-03-02,NO
1,5965,45759,1936.16,failed,online,2025-03-02,NO
3423,26997,45826,814.69,completed,online,2025-03-02,NO
2250,14408,46150,1955.98,failed,online,2025-03-02,NO
4648,48380,46958,1339.42,failed,online,2025-03-02,NO
458,27285,47359,1959.55,failed,online,2025-03-02,NO
679,45793,53199,239.25,completed,online,2025-03-02,NO
2859,32918,54911,1593.81,completed,online,2025-03-02,NO
1,5155,56578,312.94,completed,online,2025-03-02,NO
508,576,57131,376.62,failed,online,2025-03-02,NO
3076,40334,59972,570.39,completed,online,2025-03-02,NO
1,14198,61522,1184.18,completed,online,2025-03-02,NO
4601,21219,62319,1370.93,completed,online,2025-03-02,NO
4251,24976,64475,1446.59,completed,online,2025-03-02,NO
159,21604,65239,398.48,failed,online,2025-03-02,NO
2765,18550,65700,1513.32,failed,online,2025-03-02,NO
