product_id,customer_id,transaction_id,amount,status,channel,transaction_date,fraud_flag
1,1100,739,79.51,completed,online,2025-04-16,NO
1,48983,1379,983.67,completed,online,2025-04-16,NO
1432,10762,2516,855.64,completed,online,2025-04-16,NO
1822,5178,4211,256.9,completed,UNKNOWN,2025-04-16,NO
4140,20821,7455,680.05,failed,online,2025-04-16,NO
1478,43205,10077,1947.22,failed,online,2025-04-16,NO
2301,27626,11670,1262.45,completed,online,2025-04-16,NO
64,17873,14690,1577.76,failed,online,2025-04-16,NO
1528,21876,15750,602.84,failed,online,2025-04-16,NO
1467,31753,20108,1670.01,failed,online,2025-04-16,NO
4956,1470,23821,1674.24,completed,online,2025-04-16,NO
4551,27578,28051,953.71,completed,online,2025-04-16,NO
305,12376,29543,901.61,failed,online,2025-04-16,NO
3072,29920,32233,1682.78,completed,online,2025-04-16,NO
3620,46012,35622,1904.02,failed,online,2025-04-16,NO
3926,35521,36041,1882.08,failed,online,2025-04-16,NO
1921,16,41787,1872.85,failed,online,2025-04-16,NO
1402,14679,44410,840.04,completed,online,2025-04-16,NO
395,18926,48089,268.6,failed,online,2025-04-16,NO
3529,23097,49482,1991.23,failed,online,2025-04-16,NO
4704,37853,51032,65.96,failed,online,2025-04-16,NO
2317,9013,57617,1322.81,completed,online,2025-04-16,NO
1964,17032,59098,1370.64,completed,online,2025-04-16,NO
3095,41971,59822,1118.92,completed,online,2025-04-16,NO
1727,32572,61164,1412.42,failed,online,2025-04-16,NO
4905,13636,62417,1745.3,failed,online,2025-04-16,NO
4955,37091,62581,209.28,completed,online,2025-04-16,NO
1104,2598,65263,18.43,completed,online,2025-04-16,NO
3973,40126,67269,1456.73,failed,online,2025-04-16,NO
2793,5220,69406,1188.08,failed,online,2025-04-16,NO
1,15845,73084,1019.92,completed,online,2025-04-16,NO
1264,15675,74642,1127.37,failed,online,2025-04-16,NO
2236,20754,76136,68.53,failed,online,2025-04-16,NO
77,39726,83691,881.43,completed,online,2025-04-16,NO
