product_id,customer_id,transaction_id,amount,status,channel,transaction_date,fraud_flag
2738,39274,65,1061.33,completed,online,2025-07-30,NO
1,36348,271,1042.24,failed,online,2025-07-30,NO
3480,42129,3844,1868.5,failed,online,2025-07-30,NO
1,38628,4937,609.43,completed,online,2025-07-30,NO
132,38804,5074,1657.39,completed,online,2025-07-30,NO
1,17926,8354,21.17,failed,online,2025-07-30,NO
1,8792,9018,1161.19,failed,online,2025-07-30,NO
3685,6151,9166,1161.4,failed,online,2025-07-30,NO
1,22005,11608,498.87,failed,online,2025-07-30,NO
4314,2876,11800,907.88,failed,online,2025-07-30,NO
2387,26927,12447,929.38,completed,online,2025-07-30,NO
4598,32248,20498,292.61,failed,online,2025-07-30,NO
4142,28592,20928,1192.11,failed,online,2025-07-30,NO
1873,33300,21399,1967.56,completed,online,2025-07-30,NO
979,29614,22202,1161.44,failed,online,2025-07-30,NO
1444,49889,24524,39.58,failed,online,2025-07-30,NO
1532,21586,24578,777.74,failed,online,2025-07-30,NO
1,20119,25769,770.83,completed,online,2025-07-30,NO
3184,10300,26647,981.9,failed,online,2025-07-30,NO
2491,41835,28678,1342.82,completed,online,2025-07-30,NO
4498,34928,29574,1199.43,failed,online,2025-07-30,NO
4251,26481,30155,400.73,failed,online,2025-07-30,NO
914,40758,31261,1472.88,completed,online,2025-07-30,NO
4253,30680,31987,504.34,completed,online,2025-07-30,NO
386,11540,36155,177.29,failed,online,2025-07-30,NO
2500,46805,37767,440.76,failed,online,2025-07-30,NO
556,16292,38138,1384.89,failed,online,2025-07-30,NO
1,22328,38942,1347.01,failed,online,2025-07-30,NO
203,25347,39774,1204.82,completed,online,2025-07-30,NO
3087,49957,40730,291.71,failed,online,2025-07-30,NO
3510,41023,41135,345.18,completed,online,2025-07-30,NO
289,25433,43079,383.22,failed,online,2025-07-30,NO
1176,42358,45781,1229.66,completed,online,2025-07-30,NO
1,6007,46852,29.51,failed,online,2025-07-30,NO
2377,43165,48392,147.58,completed,online,2025-07-30,NO
1738,11684,49333,918.13,completed,online,2025-07-30,NO
3479,28809,49997,1645.97,failed,online,2025-07-30,NO
3432,34469,50372,1143.02,failed,online,2025-07-30,NO
3040,27612,51124,33.15,completed,online,2025-07-30,NO
1628,22845,58835,1662.47,failed,online,2025-07-30,NO
463,20114,60760,1321.99,completed,online,2025-07-30,NO
3604,15743,60872,1512.05,completed,online,2025-07-30,NO
4681,4197,66596,961.92,failed,online,2025-07-30,NO
3543,44369,68098,1642.26,failed,online,2025-07-30,NO
3568,45985,71915,1695.55,failed,online,2025-07-30,NO
3175,42987,75745,515.21,completed,online,2025-07-30,NO
4673,29412,76152,975.38,failed,online,2025-07-30,NO
2226,36161,76748,895.54,failed,online,2025-07-30,NO
1,42305,76948,1224.38,completed,online,2025-07-30,NO
1,8420,82583,485.88,failed,online,2025-07-30,NO
2676,18715,83433,120.06,completed,online,2025-07-30,NO
2213,46427,85578,283.83,failed,online,2025-07-30,NO
4402,7261,85986,1373.33,completed,online,2025-07-30,NO
1046,19588,86771,1755.27,completed,online,2025-07-30,NO
1,46932,88226,816.4,completed,online,2025-07-30,NO
3805,47453,88790,207.58,completed,online,2025-07-30,NO
1,8783,89868,1572.75,failed,online,2025-07-30,NO
2920,36980,90297,1810.82,completed,online,2025-07-30,NO
4028,17353,90579,331.42,completed,online,2025-07-30,NO
1526,42135,92738,1517.73,completed,online,2025-07-30,NO
1229,34924,100826,1788.74,failed,online,2025-07-30,NO
3820,16760,103270,285.31,failed,online,2025-07-30,NO
4960,745,103660,1270.51,completed,online,2025-07-30,NO
1,34291,104187,1253.14,completed,online,2025-07-30,NO
1,14495,106229,1825.92,completed,online,2025-07-30,NO
2539,9286,107051,641.43,failed,online,2025-07-30,NO
1926,20597,111993,52.76,failed,online,2025-07-30,NO
834,40016,115468,1891.0,completed,online,2025-07-30,NO
639,977,116285,977.95,completed,online,2025-07-30,NO
3916,37000,120849,1332.1,completed,online,2025-07-30,NO
2136,39603,121410,1026.89,failed,online,2025-07-30,NO
2019,2678,123144,1568.91,failed,online,2025-07-30,NO
3169,25751,126407,1349.29,completed,online,2025-07-30,NO
1358,34652,127552,1722.83,failed,online,2025-07-30,NO
554,8978,127706,1558.41,failed,online,2025-07-30,NO
4321,16462,128607,767.87,completed,online,2025-07-30,NO
3244,10402,129034,82.82,failed,online,2025-07-30,NO
4353,42061,129525,1796.75,failed,online,2025-07-30,NO
3504,46009,132568,399.69,failed,online,2025-07-30,NO
1,39931,132974,276.76,failed,online,2025-07-30,NO
3472,8979,137685,1698.53,completed,online,2025-07-30,NO
4012,32073,138425,812.18,failed,online,2025-07-30,NO
1792,28878,140246,1895.29,completed,online,2025-07-30,NO
1,24662,142413,1793.66,failed,online,2025-07-30,NO
3098,16209,142525,1890.41,completed,online,2025-07-30,NO
657,15134,143328,1669.6,completed,online,2025-07-30,NO
1246,43653,143597,914.28,failed,online,2025-07-30,NO
1,26410,145224,927.28,failed,online,2025-07-30,NO
