product_id,customer_id,transaction_id,amount,status,channel,transaction_date,fraud_flag
1,14381,296,989.39,failed,online,2025-11-08,NO
1457,28731,1235,1370.79,completed,online,2025-11-08,NO
564,29788,6488,141.39,completed,online,2025-11-08,NO
3143,8426,6773,1945.64,completed,online,2025-11-08,NO
3290,33003,9255,1267.13,failed,online,2025-11-08,NO
4836,15974,10295,662.05,failed,online,2025-11-08,NO
2073,20349,18595,540.56,failed,online,2025-11-08,NO
1741,5633,20255,1159.64,failed,online,2025-11-08,NO
2496,17545,20903,795.39,failed,online,2025-11-08,NO
4395,49635,21122,116.37,failed,online,2025-11-08,NO
933,1853,25446,1839.65,failed,online,2025-11-08,NO
3692,14317,25532,1886.87,failed,online,2025-11-08,NO
2701,20398,27302,236.08,failed,online,2025-11-08,NO
1929,48506,30105,1387.07,completed,online,2025-11-08,NO
4534,41308,31047,1021.66,failed,online,2025-11-08,NO
1126,45885,33632,361.8,failed,online,2025-11-08,NO
63,8047,33702,894.47,completed,online,2025-11-08,NO
4619,29918,34047,527.69,completed,online,2025-11-08,NO
4807,10786,35335,1597.95,completed,online,2025-11-08,NO
1,1350,37046,590.01,failed,online,2025-11-08,NO
4149,29918,40515,259.48,failed,online,2025-11-08,NO
4890,11605,40653,211.95,failed,online,2025-11-08,NO
385,19436,41096,379.39,completed,online,2025-11-08,NO
1732,49293,42024,1841.7,failed,online,2025-11-08,NO
3913,36472,45085,1611.4,completed,online,2025-11-08,NO
3668,21150,49429,504.85,failed,online,2025-11-08,NO
4457,1180,49541,968.63,completed,online,2025-11-08,NO
4135,43307,50309,643.23,failed,online,2025-11-08,NO
1811,38348,56110,1818.04,failed,online,2025-11-08,NO
2078,13430,57053,1836.57,completed,online,2025-11-08,NO
423,10779,57284,306.71,completed,online,2025-11-08,NO
3400,19058,59488,10.3,failed,online,2025-11-08,NO
1,48605,60720,1743.92,failed,online,2025-11-08,NO
83,4870,61958,1152.23,completed,online,2025-11-08,NO
1,8616,63832,1882.01,failed,online,2025-11-08,NO
4888,24602,64165,1952.61,failed,online,2025-11-08,NO
2665,3182,64245,1966.83,completed,online,2025-11-08,NO
4208,32253,66218,1616.05,failed,online,2025-11-08,NO
2658,23181,67982,707.8,completed,online,2025-11-08,NO
3098,24411,71560,442.98,failed,online,2025-11-08,NO
4462,41381,71756,1492.35,completed,online,2025-11-08,NO
3785,1325,74714,1689.09,failed,online,2025-11-08,NO
446,38265,79174,1821.29,completed,online,2025-11-08,NO
2025,36468,79257,1897.19,completed,online,2025-11-08,NO
1,36325,80652,1910.47,failed,online,2025-11-08,NO
1038,9274,80943,920.46,failed,online,2025-11-08,NO
1635,19685,83684,1894.22,failed,online,2025-11-08,NO
2916,19199,86597,915.94,completed,online,2025-11-08,NO
1878,16717,89776,136.23,failed,online,2025-11-08,NO
1706,44070,91626,6382.055796894049,failed,online,2025-11-08,NO
579,6799,91841,1208.27,completed,online,2025-11-08,NO
955,33175,92234,1657.16,completed,online,2025-11-08,NO
2549,43096,92342,1529.32,completed,UNKNOWN,2025-11-08,NO
2314,13187,110698,1434.11,completed,online,2025-11-08,NO
3504,42467,112379,293.65,failed,online,2025-11-08,NO
939,4581,112689,854.15,failed,online,2025-11-08,NO
3136,28983,114378,931.81,completed,online,2025-11-08,NO
1890,36306,116064,697.4,failed,online,2025-11-08,NO
4597,42257,118887,85.47,failed,online,2025-11-08,NO
1725,23760,119957,599.28,failed,online,2025-11-08,NO
1,23233,121415,325.81,completed,online,2025-11-08,NO
40,19885,122106,1061.06,completed,online,2025-11-08,NO
1047,37494,126379,583.16,completed,online,2025-11-08,NO
349,28626,126602,965.88,failed,online,2025-11-08,NO
1226,33281,130947,1913.01,failed,online,2025-11-08,NO
1035,2648,135030,1299.4,completed,online,2025-11-08,NO
1,23351,136975,1846.25,completed,online,2025-11-08,NO
1997,35140,139154,1400.62,completed,online,2025-11-08,NO
1,19023,139727,270.02,completed,online,2025-11-08,NO
4184,46964,142507,1835.14,failed,online,2025-11-08,NO
1050,35520,143856,1038.92,failed,online,2025-11-08,NO
3273,14798,144301,1326.8,failed,UNKNOWN,2025-11-08,NO
3364,23590,144406,676.78,completed,online,2025-11-08,NO
3257,20821,144817,657.76,failed,online,2025-11-08,NO
1767,29851,145114,318.89,failed,online,2025-11-08,NO
4107,41940,6721,9256.980776709403,completed,online,2025-05-20,NO
4420,12521,8148,472.65,failed,online,2025-05-20,NO
3960,26499,8853,492.42,failed,online,2025-05-20,NO
1160,21083,9314,1692.62,failed,online,2025-05-20,NO
96,9303,9924,774.41,completed,online,2025-05-20,NO
1018,44755,10821,821.16,completed,online,2025-05-20,NO
1,16101,12603,1957.72,failed,online,2025-05-20,NO
1,13692,19411,1016.94,completed,online,2025-05-20,NO
3900,44748,19849,935.31,failed,online,2025-05-20,NO
1,43163,20389,1721.32,completed,online,2025-05-20,NO
1777,43249,22614,1745.51,completed,online,2025-05-20,NO
1,24191,23790,1945.89,completed,online,2025-05-20,NO
3996,49887,24897,980.47,failed,online,2025-05-20,NO
2125,23790,29186,343.8,completed,online,2025-05-20,NO
1164,41516,30241,6378.385259331178,completed,online,2025-05-20,NO
4842,47571,30530,1914.29,completed,online,2025-05-20,NO
4119,39441,30901,510.92,completed,online,2025-05-20,NO
1,6473,31867,1652.12,failed,online,2025-05-20,NO
1,805,34226,1742.39,failed,online,2025-05-20,NO
3914,2216,35815,1481.8,failed,online,2025-05-20,NO
1,3526,36014,1620.2,failed,online,2025-05-20,NO
128,989,44152,384.54,failed,online,2025-05-20,NO
567,7622,47775,1183.6,failed,online,2025-05-20,NO
1,47845,51111,56.4,completed,online,2025-05-20,NO
1891,20471,56196,1466.19,failed,online,2025-05-20,NO
2166,158,58439,282.43,completed,online,2025-05-20,NO
4735,2574,60447,401.51,completed,online,2025-05-20,NO
2948,18885,62688,1831.86,completed,online,2025-05-20,NO
62,36431,63759,605.5,failed,online,2025-05-20,NO
4139,25721,66315,417.0,completed,online,2025-05-20,NO
702,2027,68632,773.65,completed,online,2025-05-20,NO
2735,27178,69696,1265.54,failed,online,2025-05-20,NO
3159,24506,78261,1058.82,failed,online,2025-05-20,NO
168,35317,80456,1805.37,failed,online,2025-05-20,NO
2469,23647,81415,546.53,failed,online,2025-05-20,NO
2573,7194,81678,1475.3,failed,online,2025-05-20,NO
2099,40518,85776,1677.84,failed,online,2025-05-20,NO
289,27379,89549,1512.51,completed,online,2025-05-20,NO
2927,27878,90101,1508.31,failed,online,2025-05-20,NO
1,44639,94923,1411.62,failed,online,2025-05-20,NO
1105,10281,95552,142.75,completed,online,2025-05-20,NO
81,20308,95628,1436.17,completed,online,2025-05-20,NO
2631,10849,96283,656.64,failed,online,2025-05-20,NO
2988,9188,101019,641.49,completed,online,2025-05-20,NO
1,27352,103587,1834.45,failed,online,2025-05-20,NO
4294,22048,104596,925.25,completed,online,2025-05-20,NO
341,9530,105997,636.16,failed,online,2025-05-20,NO
3972,30946,111826,1356.26,failed,online,2025-05-20,NO
3706,27202,115124,1992.46,failed,online,2025-05-20,NO
4860,43261,116280,162.86,failed,online,2025-05-20,NO
4554,12716,118057,738.08,completed,online,2025-05-20,NO
16,39631,118607,1685.07,failed,online,2025-05-20,NO
1517,47679,120031,1370.67,completed,online,2025-05-20,NO
3392,23275,120201,245.13,failed,online,2025-05-20,NO
4262,26594,122910,51.55,failed,online,2025-05-20,NO
1886,5354,124200,147.63,completed,online,2025-05-20,NO
1,27831,125825,1803.89,completed,online,2025-05-20,NO
1653,17298,126040,1917.55,failed,online,2025-05-20,NO
3118,47690,129914,239.54,completed,online,2025-05-20,NO
4804,33841,130694,1206.69,failed,online,2025-05-20,NO
1,22386,131849,1369.16,failed,online,2025-05-20,NO
3283,24,132523,1604.58,failed,online,2025-05-20,NO
3156,11719,133789,1397.3,completed,online,2025-05-20,NO
2011,19459,135822,397.74,completed,online,2025-05-20,NO
2990,35222,136079,1983.94,failed,online,2025-05-20,NO
4831,22991,136944,179.75,completed,online,2025-05-20,NO
1,23279,138817,1591.51,failed,online,2025-05-20,NO
252,13676,140906,1879.76,completed,online,2025-05-20,NO
4671,35675,141232,1962.72,completed,online,2025-05-20,NO
1,6055,143491,172.06,completed,online,2025-05-20,NO
4269,41582,144593,903.23,failed,online,2025-05-20,NO
4560,1725,146603,1907.82,completed,online,2025-05-20,NO
1,20545,146827,1508.76,failed,online,2025-05-20,NO
3748,36637,146881,1883.7,failed,online,2025-05-20,NO
1455,28111,148781,1244.3,failed,online,2025-05-20,NO
1177,45923,257,1425.33,completed,online,2025-07-02,NO
411,28969,2637,1440.66,completed,online,2025-07-02,NO
1242,18121,3967,1396.63,failed,online,2025-07-02,NO
1947,26851,4472,1411.09,failed,online,2025-07-02,NO
789,18105,5428,317.96,failed,online,2025-07-02,NO
1193,44941,5576,566.17,failed,online,2025-07-02,NO
4977,20689,6185,1947.29,failed,online,2025-07-02,NO
1,33436,7178,1589.36,failed,online,2025-07-02,NO
2941,9075,9625,556.0,completed,online,2025-07-02,NO
1,49072,10223,154.37,completed,online,2025-07-02,NO
3903,47770,10803,1559.53,completed,online,2025-07-02,NO
3906,47491,11036,1817.37,failed,online,2025-07-02,NO
4810,48366,14004,1441.5,completed,online,2025-07-02,NO
2776,1197,17103,1984.83,completed,online,2025-07-02,NO
1,31514,18289,1459.78,completed,online,2025-07-02,NO
3686,9604,21959,484.44,failed,online,2025-07-02,NO
4011,1342,23515,1540.85,completed,online,2025-07-02,NO
3013,23604,25851,1191.87,failed,online,2025-07-02,NO
3655,21616,30334,855.65,completed,online,2025-07-02,NO
1827,17245,36127,266.34,failed,online,2025-07-02,NO
625,42366,38252,969.52,failed,online,2025-07-02,NO
4875,20318,42561,1382.21,failed,online,2025-07-02,NO
4516,23854,42769,1828.1,failed,online,2025-07-02,NO
2047,10846,43686,473.87,completed,online,2025-07-02,NO
1,37848,46548,1382.61,completed,online,2025-07-02,NO
