transaction_id,customer_id,product_id,amount,transaction_date,status,channel
192,28298,1,613.38,2025-05-10,failed,online
393,3865,1,37.18,2025-08-10,failed,online
458,10481,894,1899.53,2025-06-12,completed,online
515,46419,3914,1212.46,2025-12-18,completed,online
620,3231,1,620.98,2025-01-25,completed,online
623,5336,3973,1331.01,2025-09-17,completed,online
1506,18513,4351,1271.03,2025-11-15,failed,online
1757,39604,1,1272.29,2025-01-31,completed,online
1966,33442,4963,1254.47,2025-10-01,completed,online
2148,8182,1,1354.01,2025-04-09,completed,online
2526,6747,4280,1905.72,2025-02-18,completed,online
2546,7374,1,1992.48,2025-03-19,completed,online
2971,23820,1142,1011.14,2025-07-27,failed,online
3198,14241,2984,1803.37,2025-11-06,completed,online
4063,32391,1452,791.1,2025-01-23,completed,online
4099,706,3462,1224.37,2025-08-05,completed,online
4403,45822,1404,1439.32,2025-10-28,completed,online
4429,13169,1943,1886.13,2025-10-01,failed,online
4698,2030,2751,1103.88,2025-01-27,completed,online
4915,32538,4807,1318.48,2025-05-31,completed,online
4984,45546,4563,1218.9,2025-09-06,failed,online
5381,20051,2136,1259.51,2025-09-30,failed,online
5636,38481,2208,1351.05,2025-09-11,completed,online
5830,14236,2449,545.5,2025-09-28,completed,online
6043,32228,1157,1087.53,2025-04-12,completed,online
6131,45873,1685,260.62,2025-05-12,failed,online
6310,32166,4715,1041.17,2025-04-07,failed,online
6570,39050,3714,1077.44,2025-09-20,completed,online
6805,41916,2810,1531.88,2025-11-16,failed,online
6951,10740,1,1202.29,2025-04-25,failed,online
7028,24186,3147,1145.53,2025-02-11,completed,online
7188,11506,1,1544.47,2025-05-02,failed,online
7198,46404,542,156.67,2025-10-09,failed,online
7314,20742,394,1131.77,2025-05-26,failed,online
7396,9447,3020,1763.93,2025-03-27,failed,online
7782,602,1993,1792.28,2025-07-24,completed,online
7793,43357,1,1537.23,2025-03-01,failed,online
8204,6076,229,1073.71,2025-06-08,failed,online
8273,8375,4577,499.23,2025-05-27,failed,online
8313,27096,2964,1887.06,2025-03-11,completed,online
8322,24513,1,570.13,2025-07-03,failed,online
8386,13525,2197,357.06,2025-11-12,completed,online
8470,35751,1,1326.61,2025-06-04,completed,online
8833,24844,4450,361.07,2025-12-25,failed,online
8964,9632,1,886.96,2025-10-22,failed,online
10314,32501,2124,758.38,2025-10-25,failed,online
10348,3781,4266,6803.24926754948,2025-05-03,completed,online
10480,25518,3620,539.68,2025-08-31,completed,online
10705,42916,4985,563.61,2025-08-30,completed,online
10729,42888,1594,302.57,2025-06-30,failed,online
10899,21865,2932,1101.53,2025-12-06,failed,online
11452,45379,1878,1912.35,2025-11-22,failed,online
11568,24410,3554,1584.48,2025-02-02,completed,online
11654,12291,1,1201.21,2025-09-04,failed,online
12064,49887,3173,293.02,2025-05-21,failed,online
12202,37747,3999,769.86,2025-05-15,failed,online
12344,10517,1860,223.39,2025-12-10,completed,online
12366,24194,2423,1184.91,2025-04-25,failed,online
12670,44538,2866,1650.81,2025-04-25,completed,online
12946,7829,3245,7976.939066822217,2025-09-21,failed,online
13154,11378,1458,1145.48,2025-03-03,completed,online
13385,39771,1,625.6,2025-09-20,completed,online
13583,32145,2566,1643.8,2025-04-07,failed,online
13770,9092,1106,1294.02,2025-05-24,completed,online
13830,25992,3115,1051.96,2025-04-16,failed,online
13846,25656,3149,912.45,2025-12-29,completed,online
14103,40076,4734,1608.54,2025-07-18,failed,online
14460,44044,1890,1177.37,2025-07-17,failed,online
14516,32469,2801,1297.87,2025-03-09,failed,online
14687,23708,1,326.56,2025-09-15,completed,online
15274,37498,3970,1672.16,2025-02-11,completed,online
15424,16972,3073,1623.05,2025-12-08,completed,online
15708,30298,4662,1430.11,2025-05-11,failed,online
15743,38670,253,759.78,2025-09-29,completed,online
16352,12520,3803,42.66,2026-01-01,failed,online
16427,13426,4096,384.27,2025-04-01,completed,online
16545,29308,4850,519.65,2025-02-11,completed,online
16552,27269,2800,1765.54,2025-11-05,completed,online
16667,362,1293,954.22,2025-06-07,failed,online
16818,2537,3905,1343.57,2025-12-16,failed,online
17007,37865,1,1786.77,2025-08-12,completed,online
17055,45253,743,310.14,2025-12-20,completed,online
17317,6508,4956,910.41,2025-02-15,completed,online
17489,8709,2604,266.67,2025-10-11,failed,online
17536,2733,1,9869.974481142432,2025-04-10,failed,online
17556,29851,1713,1264.51,2025-06-20,failed,online
17891,17035,1,41.48,2025-02-25,failed,online
17912,3830,1,861.0,2025-02-15,failed,online
17941,33510,1731,109.65,2026-01-01,completed,online
18376,41371,4850,1512.7,2025-09-07,completed,online
18810,37041,1,1916.06,2025-07-14,completed,online
18964,25967,1,910.82,2025-11-01,completed,online
18975,13329,4832,1359.87,2025-07-22,completed,online
19342,46240,204,1270.55,2025-10-28,completed,online
19394,23019,3856,835.46,2025-03-24,completed,online
19932,49850,3559,1262.71,2025-09-29,completed,online
19980,23777,603,1847.92,2025-09-25,completed,online
20485,11634,859,861.81,2025-10-05,completed,online
20795,10804,4129,57.59,2025-09-07,completed,online
21386,8818,2899,1867.1,2025-03-12,completed,online
21724,16817,1,1933.97,2025-12-29,completed,online
21778,24258,1,1059.1,2025-12-14,failed,online
21805,22707,2538,1103.83,2025-02-27,failed,online
22143,32276,3613,1094.83,2025-03-04,failed,online
22381,1656,4487,30.56,2025-09-08,completed,online
22688,44551,3030,1027.62,2025-08-30,completed,online
22791,21200,2022,557.37,2025-09-01,completed,online
22854,35599,1,1033.7,2025-04-07,failed,online
24004,29355,934,1451.55,2025-09-10,completed,online
24091,2470,1,1421.08,2025-09-14,completed,online
24404,19364,216,1815.46,2025-04-05,failed,online
24759,38121,1626,1914.39,2025-01-11,completed,online
24841,4310,486,1638.22,2025-05-31,failed,online
25112,5758,2603,594.89,2025-01-02,failed,online
25236,45463,3339,1306.49,2025-03-01,failed,online
26284,48114,1991,548.38,2025-10-13,failed,online
26437,4230,3721,1057.24,2025-09-02,failed,online
26456,6472,1,1265.84,2025-05-14,completed,online
26750,32706,1831,1252.74,2025-06-05,completed,online
27192,39360,2881,390.9,2025-01-12,completed,online
27300,40155,1639,1448.39,2025-08-23,failed,online
27346,15680,1,1760.9,2025-09-16,failed,online
27512,31760,1,1474.32,2025-02-16,completed,online
27706,44789,345,161.11,2025-08-17,completed,online
27740,47481,1,1505.46,2025-05-06,completed,online
27839,37031,1,219.38,2025-11-18,failed,online
27847,36822,1,1279.34,2025-07-16,failed,online
28005,24886,3500,1518.06,2025-08-03,completed,online
28041,11275,1086,1247.86,2025-06-22,failed,online
28317,35828,3345,1721.08,2025-02-06,completed,online
28324,25561,1,812.24,2025-05-15,failed,online
28489,39867,1,1752.96,2025-04-30,completed,online
28730,48722,1582,346.75,2025-04-11,failed,online
28739,27697,4845,303.86,2025-02-25,completed,online
28849,45340,1019,1263.46,2025-06-12,failed,online
29063,7425,11,1906.98,2025-02-26,failed,online
29288,11008,3990,300.65,2025-02-23,failed,online
29423,19476,1211,362.44,2025-03-18,completed,online
29676,15151,128,276.64,2025-07-23,failed,online
29715,1492,1481,740.76,2025-12-14,completed,online
30212,25031,1,1902.9,2025-12-24,completed,online
30225,28289,2941,707.77,2025-09-03,failed,online
30266,45968,1,1620.56,2025-04-01,failed,online
30380,3619,1,320.2,2025-09-29,completed,online
30760,27475,4323,990.33,2025-11-10,completed,online
30847,373,1892,1358.32,2025-02-27,failed,online
30985,37744,390,626.46,2025-03-21,completed,online
31076,10799,1,1571.1,2025-02-15,completed,online
31237,26545,1,1089.57,2025-10-10,completed,online
31448,16832,1777,947.08,2025-09-19,failed,online
31579,22927,4292,717.3,2025-02-19,completed,online
31651,4682,761,1812.49,2025-02-14,failed,online
31849,28635,1,226.25,2025-01-24,failed,online
32067,35648,1,350.95,2025-12-15,failed,online
32303,49386,781,1043.63,2025-08-10,completed,online
32356,40226,4484,1924.55,2025-02-26,completed,online
32377,49749,1,1862.72,2025-11-16,failed,online
32404,14918,2045,1169.61,2025-11-04,failed,online
32613,28982,1788,406.78,2025-02-17,completed,online
32692,11312,2137,1707.97,2025-08-28,failed,online
32903,6696,3169,1277.0,2025-06-16,completed,online
33227,23068,2684,862.21,2025-12-26,completed,online
33245,22028,4895,544.57,2025-04-21,completed,online
33260,43499,251,585.2,2025-12-22,failed,online
33324,45210,4922,1061.64,2025-01-25,failed,online
33526,36972,2790,1249.59,2025-02-12,failed,online
33564,43961,1088,1170.85,2025-08-01,completed,online
33964,22539,1,1562.16,2025-10-11,completed,online
33980,2385,3907,886.45,2025-09-11,failed,online
34114,33000,1,1013.64,2025-06-16,completed,online
34330,32456,2507,801.64,2025-12-12,completed,online
34351,8268,1076,627.68,2025-04-29,failed,online
34795,35059,4378,1968.45,2025-06-21,completed,online
34830,29545,1,1483.13,2025-06-29,failed,online
35023,18252,1,1818.06,2025-11-13,failed,online
35261,17558,4517,784.29,2025-01-28,failed,online
35355,28930,3593,1472.04,2025-01-03,failed,online
35807,8362,2303,1211.69,2025-04-21,completed,online
35841,47811,920,1704.97,2025-02-12,failed,online
36475,31126,4555,401.81,2025-02-03,completed,online
36927,24587,2716,445.75,2025-08-17,failed,online
