product_id,customer_id,transaction_id,amount,status,channel
3855,9732,4002,711.07,completed,online
4543,5623,5615,559.42,completed,online
1,10768,6433,193.62,completed,online
3625,43043,6510,1410.29,completed,online
4586,22154,7956,771.26,completed,online
750,35012,11856,1151.88,failed,online
1,21956,14071,1943.19,completed,online
4366,18053,14867,778.93,failed,online
372,41568,20764,828.43,failed,online
1798,17715,21777,119.75,failed,online
1,6653,22302,1800.06,failed,online
4336,19755,23759,637.8,completed,online
1,47056,24933,1773.18,completed,online
2450,2176,25028,1954.25,completed,online
28,23219,26929,958.3,failed,online
1591,41260,28781,1411.94,completed,online
1132,23356,30800,1166.37,failed,online
1652,17460,34193,862.99,failed,online
3411,25289,34375,1152.36,failed,online
1,3871,37437,146.83,completed,online
3803,3904,39783,1895.58,failed,online
1,915,41619,272.53,failed,online
28,47811,43572,1346.59,failed,online
4589,24132,45206,682.66,completed,online
2656,3801,45656,733.41,failed,online
2907,42267,46814,1734.61,completed,online
4844,29722,49180,297.31,completed,online
4387,47076,49928,870.95,completed,online
4344,10540,52817,241.15,completed,online
1,41570,58019,1856.18,completed,online
1,27182,59479,916.08,completed,online
1,11431,60469,736.14,failed,online
1583,8506,63846,153.66,failed,UNKNOWN
1167,41379,64821,697.4,failed,online
1,31851,75710,931.2,completed,online
3973,17463,76846,967.9,failed,online
1148,16973,77962,1724.98,completed,online
1,7016,78488,911.67,completed,online
3523,10619,80793,1890.5,failed,online
1174,47592,81798,102.06,failed,online
660,41110,82042,968.42,completed,online
4444,46194,87631,1086.51,failed,online
1,39620,92465,1880.6,completed,online
613,32912,94944,174.15,failed,online
1,34669,97062,1105.55,failed,online
1,32519,98057,1748.54,failed,online
3790,33528,98123,1912.78,failed,online
2272,2551,100189,7649.837972420672,failed,online
1,49214,102292,1503.16,completed,online
3430,30146,103579,39.93,failed,online
3446,44178,107155,1098.56,completed,online
258,17270,112157,1437.0,completed,online
2913,12871,114392,1131.44,failed,online
2061,22689,115298,590.25,failed,online
805,17693,115759,1748.82,completed,online
3041,10371,121363,528.98,failed,online
798,17404,122225,1413.1,failed,online
2100,10511,122547,38.24,completed,online
3272,30960,124710,372.84,failed,online
808,35588,125363,778.9,completed,online
1,17879,125418,1008.92,failed,online
1,46320,126044,1026.92,completed,online
1,8745,127042,1932.49,failed,online
2594,15690,128052,119.04,failed,online
2128,30337,130908,697.02,completed,online
3681,13722,131216,5492.691037142709,failed,online
2019,32498,132281,827.31,failed,online
3949,40637,135141,1312.3,failed,online
1,23610,136880,1277.91,failed,online
1064,42303,138333,206.05,failed,online
3138,49450,138544,1240.17,completed,online
3599,47642,138808,1101.53,failed,online
228,30752,139683,674.31,failed,online
258,14611,146927,1657.52,failed,online
4716,24910,147836,875.86,failed,online
1,15897,148561,1614.41,completed,online
