product_id,customer_id,transaction_id,amount,status,channel
1,8999,3247,1495.66,completed,online
1026,5215,3507,182.4,failed,online
1,8728,3998,1686.67,failed,online
2740,39808,4616,1913.42,completed,online
1,2241,4670,820.25,failed,online
1,9312,5550,577.11,completed,online
396,16604,7320,560.17,completed,online
4975,40376,7826,774.98,failed,online
4080,5701,8636,1267.91,failed,online
1,20165,10113,49.86,failed,online
1,9586,10525,1779.86,failed,online
1,31082,17061,1696.56,failed,online
316,20987,18204,533.24,failed,online
2145,49385,24301,693.48,failed,online
742,3998,25314,1283.95,failed,online
1,6344,28488,1493.54,completed,online
4249,46134,31059,75.76,completed,online
832,34401,35048,173.79,failed,online
1026,19026,36433,1918.63,failed,online
3288,22747,42452,491.16,completed,online
3827,25289,46183,88.96,completed,online
3728,44237,48489,1240.92,completed,online
1,4109,53325,1470.5,completed,online
3928,4452,54271,1300.05,failed,online
3787,23797,58321,1059.07,completed,online
1,33322,64854,1629.94,completed,online
4040,11790,69698,1514.92,failed,online
3024,2220,70612,1065.17,failed,online
2180,2610,72396,1967.24,failed,online
1980,20037,73366,730.05,failed,online
4750,43591,74008,1555.45,completed,online
2807,46547,75160,1333.77,failed,online
4116,35721,75752,1766.14,failed,online
2025,3232,77905,633.61,completed,online
1396,39852,78048,556.46,completed,online
2789,42299,80289,1741.99,completed,online
538,44031,81500,125.97,failed,online
1884,297,81838,734.61,completed,online
2426,8302,85075,176.13,failed,online
1,27012,95779,1806.66,completed,online
3989,10353,95849,394.09,completed,online
259,47967,96660,519.54,failed,online
2662,14636,97276,1745.79,completed,online
3205,15370,97400,370.9,failed,online
887,10242,98324,1872.52,failed,online
2055,43019,98625,326.78,failed,online
2988,34928,99408,1848.29,failed,online
1,4342,100018,1720.26,failed,online
1620,46222,100456,1634.22,completed,online
2203,12040,100457,1131.86,failed,online
1436,28551,101899,1770.66,completed,online
1,29285,105847,1771.1,completed,online
52,15617,109675,967.48,completed,online
1,45756,109874,91.02,failed,UNKNOWN
1169,694,110768,29.32,completed,online
1,2385,113183,516.04,completed,online
3069,25855,120614,584.49,completed,online
1,3650,122548,920.26,failed,online
403,19023,126893,365.47,completed,online
4210,9152,129248,1403.91,completed,online
2895,25338,131188,377.47,completed,online
2117,28701,131978,236.59,failed,online
4059,25813,132269,216.97,failed,online
3904,20719,132931,1472.38,completed,online
1,1722,134411,401.25,completed,online
4723,27945,135038,1642.65,failed,online
4276,41033,137565,725.45,completed,online
806,4168,140952,908.36,completed,online
2581,17025,142435,275.98,failed,online
2293,13343,143169,908.45,completed,online
3209,23868,144188,1455.43,completed,online
3302,25078,146280,600.44,failed,online
