product_id,product_name,category,price
1,Product1,Clothing,1443.55
2,Product2,Sports,4191.12
3,Product3,Clothing,4481.08
4,Product4,Sports,3001.96
5,Product5,Sports,3256.35
6,Product6,Home,1820.31
7,Product7,Electronics,4975.81
8,Product8,Sports,2992.27
9,Product9,Books,4227.41
10,Product10,Books,249.45
11,Product11,Home,570.26
12,Product12,Books,2249.97
13,Product13,Electronics,2107.73
14,Product14,Electronics,2888.44
15,Product15,Books,2640.0
16,Product16,Books,1691.54
17,Product17,Clothing,3046.12
18,Product18,Sports,570.18
19,Product19,Sports,2917.78
20,Product20,Books,2055.31
21,Product21,Sports,1849.38
22,Product22,Books,2150.43
23,Product23,Home,2460.94
24,Product24,Sports,1194.55
25,Product25,Clothing,3200.82
26,Product26,Sports,4064.72
27,Product27,Sports,499.46
28,Product28,Home,4697.6
29,Product29,Clothing,2034.78
30,Product30,Books,4542.84
31,Product31,Electronics,1494.23
32,Product32,Books,4301.69
33,Product33,Books,1228.49
34,Product34,Books,4369.14
35,Product35,Clothing,2768.94
36,Product36,Home,2519.09
37,Product37,Clothing,4339.4
38,Product38,Books,4782.59
39,Product39,Home,3004.69
40,Product40,Electronics,2290.38
41,Product41,Home,1309.07
42,Product42,Home,3446.87
43,Product43,Clothing,2969.13
44,Product44,Clothing,3648.43
45,Product45,Home,3408.67
46,Product46,Electronics,1567.59
47,Product47,Home,1095.99
48,Product48,Books,2589.66
49,Product49,Home,671.92
50,Product50,Clothing,1524.75
51,Product51,Electronics,531.79
52,Product52,Clothing,1687.41
53,Product53,Sports,4805.57
54,Product54,Electronics,421.02
55,Product55,Books,87.5
56,Product56,Books,229.82
57,Product57,Sports,1544.4
58,Product58,Clothing,665.84
59,Product59,Electronics,3099.63
60,Product60,Clothing,1236.2
61,Product61,Clothing,2418.21
62,Product62,Books,2149.25
63,Product63,Books,1661.48
64,Product64,Books,1947.11
65,Product65,Sports,1382.46
66,Product66,Electronics,4871.55
67,Product67,Clothing,1486.01
68,Product68,Books,4263.96
69,Product69,Books,2436.46
70,Product70,Sports,812.85
71,Product71,Sports,2779.38
72,Product72,Clothing,4125.75
73,Product73,Electronics,128.55
74,Product74,Clothing,2996.54
75,Product75,Home,3605.43
76,Product76,Electronics,1276.24
77,Product77,Books,1666.25
78,Product78,Electronics,589.43
