product_id,customer_id,transaction_id,amount,status,channel
2689,28330,1037,109.88,completed,online
1,1178,9495,251.83,failed,online
1,41918,9921,1333.94,completed,online
4610,40898,10473,1688.47,completed,online
4688,2370,10617,44.05,failed,online
2019,10553,12330,1057.28,failed,online
1,26776,14076,1301.74,completed,online
1341,36570,15127,17.23,failed,online
1,14788,26415,877.14,completed,online
1,3726,27519,1973.6,failed,online
1,33272,28884,554.11,failed,online
1,47215,30544,582.96,completed,online
3085,37663,31339,1062.12,failed,online
44,42514,32076,626.08,completed,online
2710,39915,34972,427.44,failed,online
2514,12193,35746,1673.82,completed,online
2835,30425,36364,1475.93,failed,online
4057,17910,36913,250.98,failed,online
1831,46663,37047,1130.6,failed,online
4981,48061,37892,1771.08,failed,online
216,34004,38479,156.25,completed,online
3544,21420,38766,1167.55,completed,online
113,15664,45507,1595.2,completed,online
1,47233,46751,1884.19,completed,online
1214,485,46892,1854.97,failed,online
1030,13398,51973,234.36,completed,online
1242,44689,54131,1287.05,failed,online
1,46131,54498,1691.35,completed,online
2806,11556,58340,1704.43,completed,online
853,7610,60010,31.27,completed,online
4279,21743,61248,801.68,completed,online
3061,15107,63462,526.8,failed,online
2203,30931,63908,648.84,failed,online
1,42186,67805,237.92,completed,online
2398,28892,70240,1648.14,failed,online
3365,38707,77877,1015.9,completed,online
2135,4839,78869,1922.53,failed,online
4026,16818,85299,359.14,failed,online
1,48815,85788,1694.85,failed,online
312,38698,87790,1649.72,failed,online
4109,4670,88324,1223.32,failed,online
3210,18890,88338,1190.25,completed,online
1586,49742,89357,36.4,completed,online
2678,19762,90449,1682.68,completed,online
1,41752,91090,1084.13,failed,online
36,38908,92144,820.67,completed,online
3418,25602,92519,1122.74,failed,online
1852,32662,94070,1088.53,completed,online
4838,17799,94814,1351.23,failed,online
1805,8193,98244,1290.6,failed,online
225,21621,98292,1556.1,completed,online
731,14481,98675,663.1,failed,online
1,36576,99449,1467.72,completed,online
1,16623,100410,1334.51,failed,online
652,49629,100648,913.21,completed,online
2372,40165,102162,1435.37,completed,online
1,44877,102426,6170.897856571974,failed,online
1,2026,104035,40.31,completed,online
321,37212,106717,999.72,failed,online
608,31782,112581,1549.65,completed,online
1,8529,114306,692.18,failed,online
4096,31302,115597,732.86,completed,online
4719,43580,124333,1613.78,failed,online
1,25893,125251,1204.08,completed,online
948,24578,127595,1966.15,failed,online
4793,43193,128437,991.46,failed,online
3707,31798,129210,535.16,completed,online
743,1984,129979,1100.97,failed,online
1,11485,132216,715.4,failed,online
3947,17323,134512,1935.13,failed,online
4175,23235,138270,652.88,completed,online
1,18900,139357,578.57,completed,online
3978,21914,139645,1058.99,completed,online
3658,23212,142676,586.1,completed,online
57,37319,142945,1304.8,failed,online
1918,20721,143613,1254.95,completed,online
470,6896,143683,163.55,failed,online
878,49665,144820,813.1,completed,online
2871,47323,148703,867.49,failed,online
