product_id,customer_id,transaction_id,amount,status,channel
1248,7544,626,1950.87,completed,online
2589,3086,1418,521.07,completed,online
2207,10486,1777,918.6,failed,online
1829,28303,4251,1163.52,failed,online
3765,1601,6128,828.11,failed,online
450,17318,9413,145.84,failed,online
505,46858,13840,1658.82,failed,online
2508,49923,14422,1556.97,completed,online
1411,8447,14828,535.28,failed,online
1075,32853,16411,526.87,failed,online
1,18463,17508,547.64,completed,online
1,18153,17739,104.33,completed,online
620,32473,18800,1426.11,completed,online
982,14127,19161,1435.5,completed,online
1,41966,20120,779.18,completed,online
1,35999,25807,720.21,completed,online
4884,22066,26801,1918.87,failed,online
3914,16418,26937,1362.62,failed,online
1,39479,29877,516.41,failed,online
1504,22617,30885,1324.89,completed,online
4593,1369,33433,1973.22,completed,online
2041,12456,33603,1503.86,completed,online
1061,9344,35820,564.72,failed,online
4948,15837,36773,1917.34,failed,online
3439,13705,37481,952.26,completed,online
4111,20473,41615,1692.77,completed,online
4469,29193,43247,626.42,failed,online
3739,13831,44314,926.92,failed,online
3537,21771,47953,1918.44,failed,online
1851,30161,51655,1312.65,failed,online
3508,33769,54455,12.56,failed,online
105,33035,55020,1642.02,completed,online
2188,49109,55269,1470.37,failed,online
1,4912,57461,1147.54,failed,online
1614,20732,57850,1005.28,failed,online
2055,6418,61128,227.74,completed,online
4886,27934,65814,911.08,failed,online
1038,4452,67156,1732.05,failed,online
2106,33682,67715,1055.71,failed,online
2764,36364,71852,1270.71,completed,online
3473,19885,71932,661.28,completed,online
1712,11982,75796,283.4,completed,online
1564,30364,76460,1512.44,failed,online
258,11111,77064,912.72,completed,online
4892,46728,78336,885.55,completed,online
1,21465,80420,1412.59,failed,online
3965,39493,81042,856.52,completed,online
1862,45189,82030,559.79,failed,online
628,24814,82084,347.76,completed,online
3044,29988,84471,1675.01,completed,online
4964,19437,85381,1207.15,completed,online
1,9473,86287,255.4,failed,online
1,4649,86935,683.68,failed,online
1,8981,89225,1552.87,completed,online
466,27084,91734,1113.33,failed,online
1818,9790,92577,135.01,completed,online
1,13932,93413,276.6,completed,online
1155,13472,94038,819.6,failed,online
1,5762,95748,1449.2,failed,online
2507,22590,96524,1127.17,completed,online
3844,18976,97956,1298.1,completed,online
4627,41051,101124,232.72,completed,online
4354,27366,101475,535.72,failed,online
1594,27900,103385,985.79,failed,online
3968,333,103541,758.64,failed,online
2467,35096,104792,710.99,completed,online
1,38406,105822,1283.6,completed,online
4274,27425,107780,1739.79,failed,online
423,41913,107935,727.01,completed,online
830,28563,112039,225.79,failed,online
2242,24480,112370,1016.08,completed,online
2231,13422,113218,1000.78,failed,online
1195,26328,115478,108.59,completed,online
3449,30088,121455,1672.42,completed,online
645,28883,122554,71.83,completed,online
1,16423,130648,1769.13,failed,online
91,52,140148,1229.16,failed,online
2471,32403,141234,522.57,failed,online
2863,45165,142123,1518.93,failed,online
275,27332,144003,509.98,completed,online
1826,41610,144407,56.58,failed,online
1,22601,145279,580.77,completed,online
2,43989,145898,423.04,completed,online
2913,38393,146268,686.31,completed,online
4821,47795,147872,1987.82,completed,online
