customer_id,product_id,amount,transaction_timestamp
19558,4059,3005.03,2026-01-01 18:54:16
23894,2229,1644.81,2026-01-01 06:43:06
24914,890,2498.0,2026-01-02 00:29:42
47234,547,3099.85,2026-01-01 10:22:32
47214,3555,1582.5,2026-01-01 19:11:33
7219,1188,670.21,2026-01-01 14:30:46
27069,424,4228.2,2026-01-01 18:07:40
19577,4099,545.81,2026-01-02 01:42:22
34542,2847,1662.85,2026-01-01 22:06:37
11777,4290,2643.19,2026-01-01 14:16:08
12894,4059,2261.91,2026-01-01 02:24:31
12460,2242,1877.96,2026-01-01 18:12:58
30101,3941,2943.38,2026-01-01 06:35:29
24416,2003,2569.69,2026-01-01 09:39:52
10424,4344,4183.64,2026-01-01 11:43:13
49875,3400,4786.72,2026-01-01 23:59:50
3559,4139,3330.24,2026-01-02 01:40:58
48230,978,3977.57,2026-01-01 02:51:25
37067,3330,974.82,2026-01-01 02:58:01
17666,2100,2543.01,2026-01-01 04:48:26
4032,3033,3757.45,2026-01-01 16:43:43
30873,161,3620.93,2026-01-02 00:25:19
27740,515,3175.13,2026-01-01 11:33:06
25692,2665,1726.69,2026-01-01 05:32:26
5638,4768,4820.7,2026-01-01 04:41:47
10346,4997,1816.21,2026-01-01 10:12:51
11014,1143,1451.79,2026-01-01 07:24:00
36259,3128,736.25,2026-01-01 10:44:24
19863,4749,4822.2,2026-01-01 01:53:28
4372,1946,3075.54,2026-01-01 08:18:03
29835,3168,120.52,2026-01-01 02:17:16
16484,4329,1182.19,2026-01-01 11:03:16
19499,798,1332.67,2026-01-02 01:42:34
22894,2851,754.77,2026-01-02 03:16:32
40090,902,1556.39,2026-01-01 16:22:38
49273,1166,2355.5,2026-01-01 05:39:21
46671,2813,4142.8,2026-01-01 17:03:51
15341,151,3238.44,2026-01-01 19:12:22
48112,4256,4062.83,2026-01-01 09:15:03
39813,4551,1980.48,2026-01-01 10:07:36
20472,3670,3652.45,2026-01-01 05:35:34
20091,4664,3874.45,2026-01-01 02:38:25
7535,842,659.73,2026-01-01 11:17:31
7621,1904,2637.67,2026-01-01 04:03:53
44234,649,2307.93,2026-01-01 08:30:30
41916,2762,2284.95,2026-01-01 08:23:09
38896,3132,4276.76,2026-01-01 05:51:45
14323,3173,3758.82,2026-01-01 05:05:08
22530,2717,2448.36,2026-01-01 14:46:37
24870,2573,1329.99,2026-01-02 02:15:34
23023,4678,3729.97,2026-01-01 13:27:15
43980,3158,3144.77,2026-01-01 17:29:26
49832,1342,1130.59,2026-01-02 00:23:11
39182,3035,4518.05,2026-01-01 21:57:06
27595,3532,1296.72,2026-01-01 08:37:04
49274,700,577.99,2026-01-01 09:56:02
