customer_id,product_id,amount,transaction_timestamp
18861,2503,518.43,2026-01-01 02:28:20
26759,935,1925.01,2026-01-01 15:37:51
42613,2369,1922.77,2026-01-02 01:59:36
20920,2904,3691.34,2026-01-01 12:42:36
3827,4168,457.26,2026-01-01 06:24:48
29616,798,3121.19,2026-01-01 10:32:18
23969,2942,4333.1,2026-01-01 08:52:48
33147,2149,1178.63,2026-01-01 04:31:33
14747,574,4559.15,2026-01-01 05:34:37
5287,4266,1208.86,2026-01-02 02:58:56
45489,2152,2517.98,2026-01-01 08:33:56
21192,453,3501.12,2026-01-01 13:54:40
39138,1784,513.42,2026-01-02 01:47:32
33083,780,3609.9,2026-01-01 03:31:43
23908,553,4508.25,2026-01-01 15:53:18
23220,3653,4901.91,2026-01-01 01:53:58
22309,1541,887.83,2026-01-01 05:54:26
16049,1508,570.23,2026-01-01 04:07:55
12120,4496,3234.72,2026-01-01 12:47:00
12524,642,2435.75,2026-01-02 03:24:31
19307,968,1815.45,2026-01-01 11:56:21
44789,2837,4628.0,2026-01-01 09:45:24
6729,2617,4466.42,2026-01-02 00:50:51
27341,564,1107.03,2026-01-01 23:03:50
35514,473,2563.48,2026-01-01 22:59:10
36548,3432,1946.3,2026-01-01 23:18:37
20311,160,11.9,2026-01-01 03:23:43
31105,923,4920.18,2026-01-01 18:04:31
48848,4891,784.95,2026-01-02 01:13:04
16451,1735,3083.52,2026-01-01 12:01:32
24786,3426,3154.26,2026-01-02 01:12:27
6734,4850,4885.19,2026-01-01 15:11:12
5574,2166,927.85,2026-01-01 17:16:34
48532,141,1680.07,2026-01-01 03:41:31
3078,4387,4141.18,2026-01-01 07:37:39
9858,4433,2580.32,2026-01-01 14:16:07
45009,1187,1714.01,2026-01-02 01:16:56
1525,662,3585.48,2026-01-01 10:35:50
22092,3473,3919.84,2026-01-01 13:20:54
14281,4156,3679.67,2026-01-02 00:18:22
696,2639,3502.92,2026-01-01 09:02:11
23246,4211,194.18,2026-01-01 17:03:44
42548,1248,424.55,2026-01-01 00:07:10
16605,2256,234.27,2026-01-02 01:46:42
46865,2244,2603.16,2026-01-01 23:42:16
3122,3790,209.78,2026-01-01 10:37:38
40325,1897,4275.18,2026-01-01 12:45:31
45836,4334,4967.18,2026-01-01 00:46:28
9181,437,156.39,2026-01-01 15:04:58
6488,3754,186.77,2026-01-01 05:41:54
3033,2269,2195.92,2026-01-01 15:44:47
12200,3848,961.49,2026-01-01 12:07:57
1039,2565,3852.74,2026-01-01 16:23:47
1574,1265,3376.0,2026-01-01 22:41:07
9547,2591,4861.99,2026-01-01 23:14:48
38100,2526,1046.22,2026-01-01 22:32:51
49198,1269,2978.72,2026-01-02 00:49:27
14501,1390,4834.15,2026-01-01 20:08:54
2926,3772,703.3,2026-01-01 12:40:28
43071,3493,3078.55,2026-01-01 13:33:48
11231,2101,2011.65,2026-01-01 05:37:58
27225,968,357.95,2026-01-01 18:10:09
37293,2590,117.57,2026-01-01 12:53:52
9836,3871,114.35,2026-01-01 03:40:53
36403,3931,199.07,2026-01-01 09:53:21
8207,1274,3456.74,2026-01-01 03:19:27
9842,2057,2279.85,2026-01-01 11:28:44
4925,3898,4341.13,2026-01-02 00:48:03
1369,2154,2365.66,2026-01-01 15:02:31
36996,4172,145.74,2026-01-02 03:04:26
46990,613,1603.37,2026-01-01 07:42:15
32199,1998,575.58,2026-01-01 06:13:48
5884,245,3653.26,2026-01-01 17:35:33
12984,2820,3054.02,2026-01-01 07:52:31
7557,3209,2036.96,2026-01-01 00:00:58
44250,21,44.66,2026-01-01 23:34:53
39547,2168,2306.43,2026-01-02 00:36:25
40889,4313,4198.0,2026-01-01 00:30:17
32742,21,4176.89,2026-01-01 10:28:36
39488,4820,21.22,2026-01-01 05:25:20
13283,2352,883.38,2026-01-01 13:03:23
47325,2243,4613.01,2026-01-01 04:57:16
24496,1786,3662.73,2026-01-02 01:09:38
29387,1396,3387.44,2026-01-01 23:45:06
23609,1790,1555.87,2026-01-01 08:53:35
45439,2889,2288.23,2026-01-01 21:55:17
32219,762,3618.94,2026-01-02 00:36:44
16427,1285,54.02,2026-01-01 13:59:42
32832,1310,2480.2,2026-01-01 00:01:44
25866,4503,4899.04,2026-01-02 01:41:33
29480,4511,3701.26,2026-01-01 23:28:00
4980,4121,3565.18,2026-01-01 10:15:31
34892,4920,2899.84,2026-01-02 03:41:48
20262,4561,4544.99,2026-01-01 03:28:49
31225,822,230.19,2026-01-01 02:07:47
29014,1756,2517.32,2026-01-01 17:15:27
12184,2940,548.93,2026-01-01 10:19:58
27449,4254,2227.15,2026-01-01 20:23:36
32172,1418,71.89,2026-01-01 16:35:08
49265,1205,2508.63,2026-01-01 04:14:26
35371,3658,4538.34,2026-01-01 16:43:53
49411,3290,87.19,2026-01-01 18:53:00
20941,4699,528.97,2026-01-01 02:46:54
40823,3373,1423.87,2026-01-01 19:08:57
18655,2159,613.62,2026-01-01 15:28:10
22825,1342,2347.42,2026-01-01 10:22:03
15253,3958,4080.48,2026-01-01 03:08:23
36760,3465,3118.93,2026-01-02 01:37:42
17693,670,1206.63,2026-01-01 03:26:13
11653,1081,2013.35,2026-01-01 22:35:22
41424,2330,2984.36,2026-01-01 13:11:04
19998,4525,4419.46,2026-01-01 21:19:48
6565,2270,2450.96,2026-01-01 08:15:58
46875,3868,3351.69,2026-01-01 15:08:34
27876,4506,3306.05,2026-01-02 02:45:49
26467,2608,2580.74,2026-01-01 12:25:43
1631,2744,2330.73,2026-01-01 02:29:43
22265,1158,1182.07,2026-01-02 02:15:58
24248,3398,3695.43,2026-01-02 02:16:15
42756,3533,2561.28,2026-01-02 03:41:35
5434,88,3361.08,2026-01-01 17:52:53
47331,4301,3638.89,2026-01-01 06:53:41
26539,4102,4255.66,2026-01-01 11:53:37
4420,2497,1819.79,2026-01-02 03:10:02
4611,29,4116.9,2026-01-01 00:12:36
38652,1041,1099.71,2026-01-02 00:05:34
7979,1178,1909.19,2026-01-01 07:19:52
48965,1460,2305.46,2026-01-02 00:37:24
42473,169,4754.08,2026-01-02 01:38:27
34889,4848,4523.44,2026-01-01 14:23:20
9694,3441,4307.09,2026-01-01 08:27:57
8037,2963,3041.33,2026-01-01 11:13:06
47322,2021,4419.34,2026-01-01 11:34:16
13649,3832,4731.47,2026-01-01 07:56:41
26728,1729,3787.82,2026-01-01 15:31:48
34669,4830,1649.7,2026-01-01 05:38:33
13861,2675,1106.89,2026-01-01 18:35:27
28516,4613,3438.39,2026-01-01 16:18:21
2617,360,1934.35,2026-01-01 22:17:03
33541,106,4845.08,2026-01-01 10:51:05
12436,3135,1369.61,2026-01-01 07:15:34
24610,715,1385.49,2026-01-01 17:28:05
618,1794,1239.21,2026-01-01 23:50:58
37687,4693,4227.7,2026-01-01 22:44:20
25454,3477,3239.44,2026-01-01 20:01:58
18871,3709,629.82,2026-01-01 23:21:24
14864,2169,812.71,2026-01-01 19:32:28
13049,2396,4934.41,2026-01-01 19:14:13
22331,4150,4731.14,2026-01-01 14:36:17
39022,2765,2125.24,2026-01-01 03:18:12
48048,3992,3520.98,2026-01-01 16:17:10
23945,2847,829.73,2026-01-01 06:46:52
649,4256,3761.94,2026-01-01 17:22:12
29193,2092,4486.38,2026-01-01 23:20:58
15042,33,1300.68,2026-01-01 17:14:46
29680,3289,4453.51,2026-01-01 19:41:38
5859,1657,3427.45,2026-01-02 01:23:52
37261,1159,1315.74,2026-01-01 19:54:54
27705,2344,1261.83,2026-01-01 16:25:08
17797,4926,4718.92,2026-01-01 19:48:23
43889,346,1589.26,2026-01-01 23:09:53
45443,4838,3923.96,2026-01-01 11:13:51
1830,4277,1234.23,2026-01-01 17:04:58
7559,4567,4874.94,2026-01-02 02:23:55
48442,1761,1508.59,2026-01-02 03:05:56
1175,4313,2833.13,2026-01-02 02:19:38
415,4482,3287.78,2026-01-01 02:43:46
13529,2311,1105.75,2026-01-01 11:53:14
14663,2456,3359.18,2026-01-01 02:19:49
41041,4358,1904.39,2026-01-01 08:58:04
21740,2089,1020.56,2026-01-02 01:49:06
15529,49,3186.14,2026-01-01 15:42:57
38593,14,2767.34,2026-01-01 11:52:01
48714,1838,1107.87,2026-01-01 01:36:16
19347,4284,1748.24,2026-01-01 13:48:00
33306,489,735.46,2026-01-02 00:29:06
17583,2112,264.84,2026-01-01 02:24:45
42962,1156,2899.61,2026-01-01 09:56:21
13106,4721,3794.6,2026-01-02 01:46:35
28859,4390,252.77,2026-01-01 15:07:03
3311,3144,2127.22,2026-01-01 13:23:35
7550,2755,743.64,2026-01-01 04:12:56
15396,2462,2114.32,2026-01-01 17:13:07
18257,1786,1221.51,2026-01-01 19:41:59
31132,2043,3480.74,2026-01-01 00:33:12
44952,3238,4851.37,2026-01-01 02:05:59
10931,2295,2504.9,2026-01-02 02:17:54
25054,779,210.48,2026-01-01 13:36:53
27006,3660,1624.34,2026-01-01 18:23:28
13206,1419,4358.12,2026-01-01 13:57:06
23432,2406,1640.52,2026-01-01 07:03:09
21842,3082,3618.93,2026-01-01 05:09:29
28714,3599,374.42,2026-01-01 11:51:37
48475,2315,1355.73,2026-01-01 20:18:01
45727,1429,2358.39,2026-01-01 12:15:24
32936,3200,3945.0,2026-01-01 17:28:12
12029,700,2603.13,2026-01-01 07:09:36
12226,2190,473.51,2026-01-01 16:51:05
14646,1249,1391.78,2026-01-01 09:02:08
26037,2437,1484.4,2026-01-01 04:49:15
42705,3737,1095.71,2026-01-01 21:10:26
39011,420,49.53,2026-01-01 13:14:51
6230,19,2809.04,2026-01-01 19:58:22
35559,1568,4969.4,2026-01-01 16:56:50
20285,924,1905.73,2026-01-01 19:32:16
4168,4142,107.09,2026-01-02 01:30:41
5550,4144,1826.34,2026-01-01 11:20:40
1291,4655,857.34,2026-01-01 11:39:50
39753,119,529.95,2026-01-01 10:36:49
25399,4518,551.12,2026-01-01 18:39:29
20975,1194,1137.73,2026-01-01 10:02:19
13248,2242,4579.31,2026-01-01 07:05:29
47060,1215,4158.56,2026-01-01 03:44:03
32829,207,3576.8,2026-01-01 03:02:40
12619,984,2075.43,2026-01-01 21:04:54
30879,4432,2702.38,2026-01-01 22:29:28
39528,4953,4573.77,2026-01-01 10:36:32
38409,4155,1755.41,2026-01-01 15:43:55
9409,873,1555.3,2026-01-01 03:33:31
21372,4098,2442.7,2026-01-01 11:03:04
47596,3724,1680.64,2026-01-02 03:33:24
42731,1389,1956.95,2026-01-01 03:07:51
45850,2897,3879.2,2026-01-01 00:55:55
36114,2019,1508.84,2026-01-01 22:55:00
1655,1924,4553.92,2026-01-01 10:25:57
17446,2391,3850.44,2026-01-01 07:16:29
13648,2010,1403.08,2026-01-01 20:57:59
20065,3726,1431.58,2026-01-01 14:12:46
22113,2896,4635.94,2026-01-02 00:15:33
24945,3230,2051.37,2026-01-01 06:43:19
751,4060,1984.61,2026-01-01 05:36:54
29784,2141,3095.76,2026-01-02 00:21:50
37054,1574,1896.26,2026-01-01 17:08:41
47509,590,3039.79,2026-01-01 21:05:22
46713,1756,4410.5,2026-01-02 02:31:13
38343,616,2754.3,2026-01-01 19:27:05
36825,2118,2701.09,2026-01-01 16:28:24
27304,119,2149.1,2026-01-01 14:24:30
33479,332,4924.5,2026-01-01 01:49:35
26465,3979,475.02,2026-01-01 23:48:13
3738,2988,955.17,2026-01-02 02:55:29
34289,2822,388.51,2026-01-01 06:52:09
43357,4332,1288.28,2026-01-01 23:56:20
8920,576,1279.2,2026-01-01 17:39:17
31121,1013,4549.58,2026-01-01 23:36:45
26931,4890,2986.68,2026-01-01 23:48:38
24502,3564,54.02,2026-01-01 02:44:41
7591,892,558.02,2026-01-01 05:28:19
42004,4836,2988.76,2026-01-02 03:29:45
49806,1332,1761.67,2026-01-01 10:46:39
43294,3871,2285.27,2026-01-01 17:05:29
49286,2328,1605.28,2026-01-02 00:37:10
45323,3651,3783.68,2026-01-01 03:08:41
30629,1307,4416.09,2026-01-01 08:29:48
12327,549,61.21,2026-01-01 15:22:36
44097,2969,2736.43,2026-01-01 20:03:18
17251,2649,1355.42,2026-01-01 10:46:20
30178,1806,3907.59,2026-01-01 05:42:51
10538,2529,4925.34,2026-01-01 12:39:24
37157,3807,4444.9,2026-01-02 00:16:03
39319,941,4431.64,2026-01-02 01:25:49
883,491,788.82,2026-01-01 22:33:26
19509,492,4190.49,2026-01-01 20:47:42
49364,4520,1646.68,2026-01-02 02:57:55
3411,4170,2748.95,2026-01-02 00:57:46
17913,2036,3181.83,2026-01-01 21:11:14
49283,2973,1026.95,2026-01-01 08:21:44
20219,664,4752.75,2026-01-01 17:28:47
4391,3689,1341.89,2026-01-01 12:25:44
43286,4876,4105.24,2026-01-01 20:58:31
32271,2697,2097.65,2026-01-01 13:14:14
24487,220,3223.78,2026-01-01 21:36:34
25515,4536,1469.61,2026-01-01 06:44:35
47841,486,3224.42,2026-01-01 04:22:33
36300,333,3481.45,2026-01-01 13:18:01
10618,689,2098.58,2026-01-01 23:32:22
3483,1716,2050.86,2026-01-01 07:44:25
2283,1499,2429.97,2026-01-01 07:11:17
18396,712,4347.28,2026-01-01 02:20:23
4091,3343,2711.21,2026-01-01 17:47:07
37169,3462,2006.66,2026-01-01 17:53:33
8792,4801,3053.52,2026-01-02 02:26:06
5016,2724,501.79,2026-01-01 02:07:18
612,188,4760.33,2026-01-01 04:51:07
22771,3903,1886.43,2026-01-01 22:27:29
22908,1656,1844.75,2026-01-02 01:33:22
41994,2818,3591.02,2026-01-01 22:45:28
30611,2471,3142.07,2026-01-01 22:28:58
36014,4125,2603.47,2026-01-01 06:11:56
45669,2362,2786.95,2026-01-01 01:51:51
30455,525,3625.94,2026-01-01 06:51:32
29289,673,3384.48,2026-01-01 00:52:44
40781,186,3202.95,2026-01-01 02:26:44
43707,2665,1754.69,2026-01-01 14:08:14
28215,4422,1694.35,2026-01-01 00:41:05
28894,4046,3621.08,2026-01-01 07:38:25
1382,2298,281.34,2026-01-01 14:31:48
24548,209,666.51,2026-01-01 03:27:24
15900,2001,1402.92,2026-01-02 02:13:45
41565,1034,1761.12,2026-01-01 11:31:30
18710,1211,1436.72,2026-01-01 05:59:01
32602,1024,4387.61,2026-01-01 07:32:19
32925,4406,2230.83,2026-01-01 21:49:32
1110,4851,3188.45,2026-01-01 00:31:08
39577,4834,2029.97,2026-01-01 12:36:27
14569,2694,4773.95,2026-01-01 23:58:59
39193,2806,2319.25,2026-01-01 21:45:02
19345,4803,2681.31,2026-01-01 14:24:03
29857,2030,1794.41,2026-01-01 11:18:14
34197,3458,1967.6,2026-01-01 07:06:09
18559,2670,4597.0,2026-01-01 16:49:35
40047,4399,2072.52,2026-01-01 01:24:43
43112,2661,4669.0,2026-01-01 01:37:46
2451,2095,597.63,2026-01-01 17:46:23
21192,1855,3383.32,2026-01-02 03:13:11
12631,762,4418.05,2026-01-01 19:42:46
6150,4114,563.78,2026-01-01 23:03:41
8092,2242,4593.56,2026-01-01 16:33:18
22309,3866,3167.49,2026-01-01 06:49:49
44952,1185,4312.9,2026-01-01 18:39:30
48159,329,4040.86,2026-01-01 20:06:32
27213,531,221.34,2026-01-01 17:30:55
43535,2250,2424.32,2026-01-02 02:40:49
31713,1565,4345.06,2026-01-02 00:00:12
31277,1812,485.05,2026-01-01 14:19:35
14326,3464,458.35,2026-01-01 01:44:34
9160,3840,3132.18,2026-01-01 01:08:42
28820,4360,3784.1,2026-01-01 09:55:44
42666,1835,822.77,2026-01-01 10:01:36
42504,1093,2135.08,2026-01-01 19:47:43
49873,3440,1486.35,2026-01-01 03:29:21
8313,168,3217.52,2026-01-01 13:43:48
12313,4597,4436.81,2026-01-01 21:17:56
45810,248,2450.96,2026-01-01 13:09:43
13823,3623,1087.27,2026-01-01 12:01:56
46603,1710,1528.4,2026-01-01 20:32:54
22344,4442,362.97,2026-01-01 08:07:44
26229,1753,400.43,2026-01-02 01:52:02
21727,3816,1664.28,2026-01-02 00:17:38
4285,524,1364.84,2026-01-01 03:52:57
619,4819,2519.65,2026-01-01 23:35:51
34089,2508,201.86,2026-01-01 16:03:33
505,1132,4607.07,2026-01-01 08:42:20
790,3359,259.88,2026-01-01 09:55:59
1065,928,363.82,2026-01-01 04:19:43
9605,4685,2147.07,2026-01-01 23:54:39
29039,4721,1081.58,2026-01-01 14:19:59
34264,2871,3408.33,2026-01-01 19:22:56
23088,325,3391.46,2026-01-01 07:00:14
11837,2807,3248.23,2026-01-01 07:13:48
26106,2469,1349.82,2026-01-01 22:24:01
31057,1941,620.79,2026-01-01 12:56:48
28329,4888,1996.05,2026-01-01 16:49:12
12483,2011,2976.95,2026-01-01 04:36:45
3864,3483,1917.58,2026-01-01 02:28:37
46773,663,1265.77,2026-01-01 11:27:10
47606,745,1200.27,2026-01-01 02:38:14
5904,2949,4799.64,2026-01-02 01:04:22
24978,1499,296.87,2026-01-01 14:35:05
2229,1973,4675.67,2026-01-01 10:43:10
933,1915,2949.78,2026-01-01 01:36:58
13081,2440,3496.7,2026-01-01 18:19:36
7893,3301,4129.66,2026-01-02 00:20:53
