transaction_id,customer_id,product_id,amount,transaction_timestamp,status,channel
19179,2662,1,4075.74,2026-01-02 01:02:09,success,store
84777,1918,401,1180.94,2026-01-01 03:54:04,success,store
42797,2554,275,3643.14,2026-01-01 01:38:49,failed,store
85767,3125,92,1051.63,2026-01-01 16:44:23,success,store
83562,4941,246,4542.72,2026-01-01 19:24:50,failed,store
61624,2637,386,4622.9,2026-01-01 23:03:45,failed,online
77322,1299,39,3021.46,2026-01-01 18:17:26,failed,store
41567,2522,374,4829.59,2026-01-01 03:40:11,success,online
51018,3129,439,2251.64,2026-01-02 02:56:51,failed,online
89476,4683,287,3865.5,2026-01-02 03:09:38,success,online
25820,2906,96,4564.93,2026-01-01 00:36:22,success,online
87868,2108,317,4394.83,2026-01-01 15:27:14,success,store
90890,2634,273,243.4,2026-01-02 02:26:24,success,online
69103,4767,306,4582.94,2026-01-01 08:00:30,success,store
96364,794,159,335.94,2026-01-01 05:42:12,success,online
1311,3819,465,1668.22,2026-01-01 17:52:36,success,online
18704,4482,218,1374.75,2026-01-01 19:11:48,success,online
1654,986,273,2506.51,2026-01-01 05:41:48,failed,online
55450,242,387,3675.29,2026-01-02 00:47:29,success,online
41087,377,206,172.87,2026-01-01 19:42:40,success,online
70432,4999,66,715.66,2026-01-02 00:18:18,failed,online
16740,4994,421,3920.77,2026-01-01 16:32:31,success,store
87079,1796,229,197.71,2026-01-01 19:37:10,success,store
50454,2852,429,1371.51,2026-01-01 01:40:36,success,online
34985,2003,254,2997.1,2026-01-01 05:29:54,success,store
15338,2524,120,1420.44,2026-01-01 07:31:30,failed,online
88635,3709,421,1003.56,2026-01-01 21:36:40,success,online
20566,568,201,4906.92,2026-01-01 10:58:01,success,store
76538,2228,228,2036.3,2026-01-01 18:54:58,success,store
23782,350,416,3052.81,2026-01-01 11:56:09,success,online
8461,3164,49,3830.97,2026-01-01 20:50:17,failed,online
16731,3922,360,669.47,2026-01-01 14:13:38,failed,online
299,3474,415,457.41,2026-01-02 01:07:10,failed,store
33804,2906,289,3628.63,2026-01-01 15:12:32,failed,online
76979,4877,196,3854.11,2026-01-01 21:32:23,failed,online
23201,2677,209,3396.97,2026-01-01 23:34:07,success,store
55832,4489,474,1300.28,2026-01-01 20:27:27,failed,store
98446,24,105,2262.35,2026-01-01 08:42:23,success,store
64886,1794,345,2726.11,2026-01-01 05:08:33,success,store
11395,2021,482,278.17,2026-01-01 08:05:50,success,online
44978,4812,117,2683.97,2026-01-01 09:05:56,failed,store
38230,556,14,1493.58,2026-01-01 15:29:21,success,online
56675,3337,325,1033.45,2026-01-01 09:07:57,failed,store
57845,3965,71,4014.99,2026-01-01 14:39:11,success,store
14855,2668,412,3676.8,2026-01-02 01:54:55,success,online
12960,3220,82,1453.12,2026-01-02 00:01:02,failed,online
8780,122,112,3088.38,2026-01-01 02:31:07,failed,online
21333,1921,65,4724.27,2026-01-01 16:24:14,failed,online
94801,3246,376,2555.71,2026-01-01 19:36:54,success,store
68833,1948,38,2803.93,2026-01-02 02:42:12,success,online
