transaction_id,customer_id,product_id,amount,transaction_timestamp,status,channel
1135,4474,411,2038.42,2026-01-01 11:23:47,success,online
78097,3156,303,2510.77,2026-01-01 01:57:02,failed,store
27211,2295,202,1614.73,2026-01-01 02:46:15,failed,online
71245,4366,224,552.79,2026-01-01 13:32:04,success,store
87859,1964,112,3177.11,2026-01-01 07:10:00,success,online
547,3630,69,3328.02,2026-01-01 21:30:37,failed,online
44758,2171,163,4188.04,2026-01-01 11:54:59,success,online
10178,3464,50,4253.73,2026-01-01 15:47:21,failed,online
5258,2164,443,4127.43,2026-01-01 19:07:43,success,store
81473,4488,485,48.01,2026-01-01 05:33:59,success,online
64907,4108,363,4682.62,2026-01-01 13:34:49,failed,online
8640,2705,35,3126.63,2026-01-01 08:44:37,failed,store
40971,2947,103,1937.0,2026-01-01 22:27:53,success,store
35852,4669,96,2931.09,2026-01-01 05:58:27,failed,online
89423,2341,94,3432.29,2026-01-01 08:52:13,failed,online
3439,4491,398,807.02,2026-01-01 08:49:02,failed,store
26165,2385,365,859.0,2026-01-01 09:59:56,success,store
49433,4918,411,474.97,2026-01-01 00:48:04,success,online
31233,201,308,949.93,2026-01-01 09:30:32,failed,online
46753,954,76,4789.64,2026-01-01 01:08:31,success,online
39429,2276,258,661.47,2026-01-01 04:42:48,success,online
27701,538,121,4991.67,2026-01-01 14:45:03,failed,online
54749,4625,111,1220.49,2026-01-01 09:35:51,failed,store
56398,2191,389,4061.39,2026-01-02 01:10:52,failed,online
57650,4772,321,892.12,2026-01-01 15:45:43,failed,online
39999,1056,75,3310.97,2026-01-01 12:24:37,failed,store
19193,725,177,4702.89,2026-01-02 03:08:23,failed,online
70399,1836,37,4361.23,2026-01-02 02:30:58,success,online
34724,1557,462,933.37,2026-01-01 04:29:43,success,online
24906,3499,230,2094.74,2026-01-01 06:17:47,success,store
21715,4948,216,3767.78,2026-01-01 20:43:26,success,store
70117,1512,243,4202.38,2026-01-01 14:36:16,success,online
26243,1490,216,1062.35,2026-01-01 07:30:49,failed,store
67493,1994,404,744.82,2026-01-01 06:48:04,success,store
37916,3674,299,2158.03,2026-01-02 01:58:52,success,online
38326,2977,341,4666.85,2026-01-01 11:10:51,failed,store
633,1595,467,468.98,2026-01-01 12:36:59,failed,store
12392,64,212,4138.57,2026-01-01 13:08:00,failed,online
78380,1799,297,3756.41,2026-01-01 12:08:36,failed,online
57177,2680,228,4136.83,2026-01-01 13:30:18,success,online
19570,1468,408,3016.52,2026-01-01 00:35:21,failed,store
48058,1067,141,4471.08,2026-01-02 03:05:47,success,online
10650,2259,459,2375.0,2026-01-01 02:30:53,failed,online
78120,1689,114,2613.33,2026-01-01 00:26:19,failed,store
6072,3235,246,4385.85,2026-01-02 02:21:48,success,online
36921,1024,55,4465.75,2026-01-01 14:39:43,failed,store
29942,293,165,2587.03,2026-01-02 01:29:19,success,online
48976,3399,362,1279.24,2026-01-01 11:38:08,failed,store
40946,3923,277,1968.46,2026-01-01 23:30:37,success,online
76404,2555,84,4389.74,2026-01-01 15:55:05,success,store
53103,1673,184,900.35,2026-01-01 01:59:23,failed,store
88434,1611,447,4038.76,2026-01-02 01:02:43,failed,online
50424,1269,130,19.65,2026-01-01 19:16:15,failed,online
68677,2344,72,3280.45,2026-01-01 13:14:54,success,online
20381,3788,467,852.49,2026-01-01 19:38:56,failed,online
39195,9,221,79.15,2026-01-01 16:19:48,success,store
54023,676,138,4944.37,2026-01-01 18:55:54,failed,online
27795,2580,107,1646.72,2026-01-01 19:07:50,success,store
93163,128,20,3931.77,2026-01-01 00:57:05,failed,online
7640,3947,392,1396.61,2026-01-01 03:38:14,success,online
28186,4334,363,1015.91,2026-01-01 13:56:52,success,store
