product_id,customer_id,transaction_id,amount,status,channel
570,4980,817,1157.31,completed,online
3673,28057,4746,1669.64,completed,online
1,6315,4942,286.21,failed,online
1,45478,9600,82.94,failed,online
2683,33930,10441,1433.09,completed,online
1,7469,11516,1803.3,failed,online
3017,4038,11533,434.2,failed,online
1452,18519,12277,852.15,completed,online
2543,37143,13971,344.94,failed,online
1664,14943,15897,1594.78,completed,UNKNOWN
3910,39484,16101,717.6,failed,online
1,868,18090,1388.53,completed,online
996,13005,20111,957.88,completed,online
4718,46894,24743,209.64,failed,online
1548,19577,25002,607.29,completed,online
3357,40679,25224,692.29,completed,online
1,11940,25677,190.68,failed,online
2896,1140,27375,195.08,failed,online
1,46892,30747,873.16,failed,online
2790,26791,32951,132.45,completed,online
1,15357,35479,1725.37,completed,online
506,41087,36692,403.43,completed,online
1761,42614,37575,395.71,failed,online
1652,25582,44927,114.82,completed,online
1,23179,46449,336.43,failed,online
4837,31532,47119,795.56,failed,online
4261,19411,48020,1377.83,failed,online
1,48732,48032,400.45,completed,online
2691,40297,49075,538.6,failed,online
2806,12142,49374,1411.55,completed,online
2545,9243,50259,741.6,completed,online
4551,15303,50795,203.49,completed,online
1,35578,53853,1850.33,failed,online
4030,20420,58172,1814.51,completed,online
1724,10857,60496,72.01,failed,online
874,44916,61796,1676.19,completed,online
346,1088,62276,1899.62,completed,online
1,42391,62810,1177.82,completed,online
1195,45956,63428,610.58,completed,online
3547,10920,67379,370.53,completed,online
545,31884,70123,349.21,failed,online
1353,49798,71453,411.24,completed,online
3273,3379,73029,173.84,completed,online
3233,47157,73538,1704.91,failed,online
1584,7156,75686,352.69,failed,online
3039,31242,81243,399.01,failed,online
1269,46418,81324,707.78,failed,online
2353,45099,82093,1072.24,completed,online
1,7736,87181,1436.26,failed,online
902,23037,91259,1000.18,failed,online
3862,6755,91625,525.71,completed,online
1009,44344,91839,391.0,completed,online
1,14831,93491,755.57,failed,online
2608,27975,104390,1434.41,completed,online
3706,12582,120366,1196.43,failed,online
2159,22431,120952,482.75,completed,online
1,46301,121382,1952.62,completed,online
1,36570,122119,1073.57,completed,online
3783,40740,122920,343.42,failed,online
868,43557,123283,737.2,failed,online
3493,38085,131583,828.9,completed,online
2575,42796,132270,731.34,failed,online
4287,27650,135364,345.1,failed,online
3545,37267,136115,323.94,completed,online
1706,29467,136547,240.79,failed,online
1,1574,138377,370.49,completed,online
4349,10631,140696,1613.37,failed,online
3473,34353,141101,1480.33,failed,online
3499,10820,142039,737.23,completed,online
919,23655,145381,1661.85,failed,online
4652,7849,146250,1281.34,failed,online
191,133,147298,253.87,completed,online
193,12600,149068,1710.46,failed,UNKNOWN
