product_id,customer_id,transaction_id,amount,status,channel
3653,32365,280,1175.8,failed,online
3976,35710,1275,1971.3,failed,online
1,19520,3449,300.54,failed,online
3029,11768,3702,177.06,failed,online
126,3984,8121,475.77,completed,online
1,32431,12297,793.71,completed,online
165,29893,13026,1070.72,completed,online
661,44549,15230,38.65,failed,online
1,28395,18222,814.47,failed,online
3602,4637,18518,1054.18,completed,online
1,31413,19393,699.04,failed,online
2076,12323,21995,1125.3,completed,online
1,18327,24048,1348.17,failed,online
795,24864,24944,1861.67,completed,online
3915,3536,25397,391.82,completed,online
64,3503,26685,1860.74,completed,online
3150,17351,27150,848.72,failed,online
1,48235,28788,319.02,failed,online
1315,16087,31481,209.78,failed,online
1995,48672,34849,1478.45,completed,online
555,303,37488,491.7,completed,online
1645,16161,38635,1179.33,failed,online
3140,4153,40538,1705.0,failed,online
3730,47718,42138,1710.27,completed,online
4394,45144,42432,1703.3,failed,online
1589,10351,43465,1854.23,completed,online
766,16418,43662,420.31,completed,online
650,28768,47554,829.5,completed,online
1,22403,48991,80.72,completed,online
864,23343,52506,899.55,failed,online
935,2658,58099,135.09,completed,online
1,41245,60129,982.13,failed,online
1770,2564,62315,1210.86,failed,online
3916,46323,62828,874.1,completed,online
3582,19288,64973,1927.6,failed,online
2420,9456,66580,1721.5,failed,online
1,21793,67463,330.8,failed,online
1,21456,68171,1157.92,completed,online
1252,6167,68967,835.3,failed,online
1,9911,69008,972.76,failed,online
4081,18947,69941,572.25,failed,online
4248,33792,71319,1908.27,completed,online
4235,34400,71449,1325.63,failed,online
1,5319,71466,1001.94,completed,online
545,11464,72327,1533.65,completed,online
3343,13984,72508,1354.75,failed,online
3353,24888,75081,1285.07,completed,online
1,42801,77335,1860.89,completed,online
2788,24032,81077,1160.58,completed,online
2233,23311,82012,1612.61,completed,online
948,7729,84839,1831.58,completed,online
2872,39305,85708,1731.53,completed,online
1,19486,86457,1582.2,failed,online
2781,49769,87525,1338.6,failed,online
34,45653,87910,242.48,completed,online
4335,4492,91907,1773.92,completed,online
1,43924,93028,1590.18,failed,online
1894,34688,93582,154.74,failed,online
2130,32393,94681,489.99,failed,online
2165,31112,96129,374.3,failed,online
2927,6490,102736,1845.73,failed,online
139,31516,108197,662.39,completed,online
186,44634,108695,1899.04,failed,online
1,22206,109634,1828.8,failed,online
1,23513,110444,1524.78,completed,online
4752,45601,111050,15.43,completed,online
4212,20475,112624,1680.11,failed,online
2838,44194,113775,1207.77,completed,online
5,18680,115426,875.07,completed,online
2500,20753,118222,566.55,failed,online
2108,23780,119475,1129.79,failed,online
1,24944,120743,30.41,failed,online
3819,29769,122407,544.71,completed,online
2670,28644,122601,1523.71,completed,online
1,30029,123173,1442.94,failed,online
1,41663,123405,211.74,failed,online
2400,31551,123762,864.63,failed,online
2647,47930,124648,1030.09,failed,online
4538,22194,124916,1966.13,failed,online
308,30617,125685,524.43,failed,online
2970,49372,126010,1512.36,completed,online
2110,17142,126425,550.55,completed,online
1063,40706,127456,1112.64,failed,online
1558,8595,133363,581.66,failed,online
1009,12356,133454,370.77,failed,online
4631,39890,135878,270.96,failed,online
3851,7137,136033,127.03,completed,online
3318,18662,137383,751.15,completed,online
2703,30266,141079,1429.17,completed,online
2151,48488,145232,1395.22,completed,online
2583,4830,145525,834.5,completed,online
472,12582,146771,670.29,completed,online
1,9281,147004,1092.74,completed,online
16,48070,148337,1131.53,completed,online
1,15636,149459,96.95,completed,online
