product_id,customer_id,transaction_id,amount,status,channel
1,31869,919,57.35,failed,online
817,48098,2623,833.84,completed,online
1165,45085,3006,1758.12,completed,online
2960,13274,8176,370.79,completed,online
4216,38452,8601,774.21,failed,online
393,47208,10411,1658.83,failed,online
845,28597,12414,605.93,completed,online
298,20708,12828,747.05,completed,online
4051,11826,15548,673.54,completed,online
473,34192,16576,479.67,completed,online
3004,32203,17457,378.92,failed,online
3957,47881,18548,247.5,failed,online
4059,20532,19906,1351.45,failed,online
2530,32420,20265,1920.15,completed,online
1,32662,29023,451.86,completed,online
1629,29220,29419,130.46,completed,online
3822,9854,30036,360.54,failed,online
1,35887,31588,1243.54,failed,online
1,37461,33160,497.03,failed,online
2097,33683,36172,431.75,completed,online
4140,10113,36321,1945.86,failed,online
1655,29103,36853,137.83,failed,online
1098,19342,39454,659.36,failed,online
4532,26445,42072,520.91,completed,online
2246,42660,42118,1662.88,failed,online
1,20902,42710,458.73,completed,online
2404,15029,43313,183.87,completed,online
4330,16253,44519,248.66,failed,online
540,24531,46923,849.18,completed,online
3732,20282,48046,208.84,failed,online
1409,26051,48511,1791.67,completed,online
45,18974,48863,1133.33,failed,online
1490,22465,50967,924.74,completed,online
3243,27263,51423,68.68,failed,online
3209,14043,59160,505.28,failed,online
574,9347,59407,532.04,failed,online
3276,8779,62642,1347.44,completed,online
4180,43104,66822,907.95,completed,online
2685,10005,67875,1481.98,completed,online
4828,40865,70925,1856.81,failed,online
1,48160,73455,1703.42,completed,online
1749,3756,74750,1686.49,failed,online
4553,2931,79306,368.09,completed,online
4263,11498,80300,1967.87,failed,online
1958,36295,80802,37.28,failed,online
1,41093,84313,760.25,completed,online
1,44995,85105,1045.69,failed,online
2196,13421,89050,205.13,failed,online
4064,797,91701,1766.33,failed,online
3305,45002,93043,1143.75,failed,UNKNOWN
4830,19071,93212,579.32,failed,online
4400,34851,93379,560.22,failed,online
166,12826,95735,1609.71,completed,online
1698,10653,101132,790.01,failed,online
496,27290,101196,1160.71,completed,online
1632,11550,105163,1054.54,completed,online
2321,10723,105695,152.73,failed,online
4860,12741,112121,828.6,completed,online
1635,12894,112544,59.69,completed,online
976,27983,116081,1282.69,completed,online
1012,43248,117211,876.17,completed,online
4853,49004,119031,1544.72,completed,online
1,42097,119313,509.32,completed,online
4800,47838,119824,1761.26,completed,online
1847,24760,120251,1721.46,failed,online
1,24260,121705,998.31,failed,online
1,32093,123070,92.71,failed,online
2279,41058,123735,849.64,failed,online
2023,13039,123931,1239.83,completed,online
2773,43294,127139,413.63,failed,online
1204,2242,128739,43.95,completed,online
4504,25821,129701,1626.33,failed,online
3194,30765,130466,67.57,completed,online
1204,47242,130730,1784.18,completed,online
3858,10077,132162,1714.73,failed,online
1,23124,135060,1533.44,failed,online
1,9617,135721,752.74,failed,online
1,42049,141989,1129.81,completed,online
3069,33032,143680,684.59,failed,online
1270,11099,143857,1914.12,failed,online
1405,26967,145293,1208.95,completed,online
4786,19377,145530,521.03,completed,online
1,33853,146593,1424.72,completed,online
1,10483,148209,1489.62,completed,online
1766,10595,149511,739.67,completed,online
