product_id,customer_id,transaction_id,amount,status,channel
1068,2016,4059,9522.559741918136,completed,online
1488,12843,4075,1129.53,failed,online
4386,18702,4768,683.36,completed,online
1083,8103,5600,18.48,completed,online
1,23280,11274,1814.7,completed,online
722,17313,11667,272.11,completed,online
461,32852,14107,276.55,failed,online
1,40569,16329,939.92,failed,online
2453,5193,17139,1116.46,failed,online
1,39926,22781,1377.4,failed,online
1,42705,25221,1581.48,completed,UNKNOWN
1,456,25267,852.94,failed,online
2933,47007,25480,1921.37,failed,online
4238,39947,26044,826.44,failed,online
1,43078,27958,1523.56,failed,online
4099,44474,31190,924.37,completed,online
4171,23479,31431,161.22,failed,online
1,36837,39267,758.01,failed,online
3810,32781,44974,456.09,failed,online
4401,10902,44988,1275.62,completed,online
217,49243,47488,782.67,failed,online
3611,19756,50000,1036.41,failed,UNKNOWN
1,13223,58637,303.14,failed,online
3079,10816,60197,1060.31,failed,online
1,25741,61719,1072.31,failed,online
2094,29258,62754,1952.03,failed,online
1,7972,69623,1149.69,failed,online
1,47589,71201,1183.29,failed,online
734,10571,72649,1246.94,completed,online
2923,44615,74501,810.34,completed,online
4446,43729,75350,1800.15,failed,online
1,34731,76326,627.83,completed,online
1,6493,77043,966.33,completed,online
1414,46699,78135,661.64,completed,online
1184,878,79677,891.44,completed,online
3573,44397,80596,1546.23,failed,online
1,29538,80735,1555.91,completed,online
918,32466,83597,1033.63,completed,online
730,18720,87679,923.34,failed,online
2220,12343,90630,513.63,failed,UNKNOWN
4967,15936,91778,1873.79,failed,online
1,14830,94644,1758.82,completed,online
3458,10480,96547,1619.15,failed,online
1,16482,96751,1011.27,completed,online
1332,16458,98101,1097.38,completed,online
4771,39657,102834,316.73,failed,online
3439,44352,103932,1826.74,failed,online
1,9635,104199,1728.09,completed,online
2171,18154,104316,1370.96,completed,online
4805,20680,105483,6697.67717521437,completed,online
2334,26398,106911,547.01,failed,online
4223,13379,108570,851.28,failed,online
3687,5397,109124,61.14,completed,online
1,16664,110485,325.56,failed,online
499,23691,110994,36.55,completed,online
2980,42210,114275,1139.72,failed,online
3665,22882,116912,1218.89,completed,online
1799,5799,117897,969.2,failed,online
1308,32764,121905,585.94,completed,online
1,13329,123252,794.81,failed,online
1,7126,123281,868.4,failed,online
1237,20688,123631,1935.97,failed,online
1,19787,126184,978.63,completed,online
1,9813,128205,1583.23,completed,online
1,8253,129062,446.2,failed,online
4040,13160,129478,523.58,completed,online
771,20266,130782,800.1,completed,online
3840,42941,131251,1880.78,completed,online
1697,11812,135139,1624.58,completed,online
2789,33359,137202,62.75,failed,online
2410,49483,139775,893.79,failed,online
2949,25209,146777,1784.76,failed,online
1,14615,146969,1487.42,failed,online
4081,28817,148193,975.05,completed,online
2370,27080,148756,1600.92,failed,online
