product_id,customer_id,transaction_id,amount,status,channel
619,40484,172,519.65,failed,online
4274,23015,7471,1049.1,completed,online
3527,49238,7747,67.52,completed,online
618,40331,7844,1824.84,completed,online
468,26018,10076,297.35,failed,online
1,37069,13353,703.4,failed,online
4032,44760,13361,1399.55,completed,online
1,21860,14009,627.21,failed,online
4853,35948,14962,452.16,completed,online
3320,31844,16153,294.92,completed,online
1,33666,16878,1650.65,failed,online
3793,20117,19129,912.83,completed,online
4322,5976,19137,1983.31,completed,online
931,18824,22777,1439.26,completed,online
4743,27763,24539,1514.56,failed,online
2758,19593,25498,546.78,failed,online
3381,3653,33284,1436.9,failed,online
170,5716,34015,848.46,failed,online
1,4217,35269,1373.08,failed,online
4282,42677,36005,154.49,failed,UNKNOWN
1,34746,37098,1962.69,failed,online
635,8837,37197,660.81,failed,online
4942,6705,39194,1472.3,completed,online
785,29496,42850,587.78,completed,online
1,4656,43399,8297.837850985336,completed,online
4138,18594,50913,501.44,completed,online
906,9835,51204,541.64,completed,online
4707,32411,52039,1822.93,completed,online
4672,41236,52448,1146.98,failed,online
4473,18122,53471,569.29,failed,online
3876,33077,54069,1685.43,failed,online
1,46604,55464,932.21,completed,online
1218,33471,59866,108.26,failed,online
1,24089,64815,337.18,completed,online
2198,30655,68768,1633.66,failed,online
1,20805,70070,1611.58,failed,online
1,8079,75701,1575.61,failed,online
4628,45523,76113,1626.14,failed,online
4342,4833,77487,1059.5,completed,online
1,16288,80822,1994.63,failed,online
2624,6897,85668,241.22,failed,online
4466,32663,85727,1924.58,completed,online
1959,20066,87500,532.82,failed,online
476,36701,88007,596.7,completed,online
674,2916,88247,1812.39,completed,online
1,16442,90685,1413.52,failed,online
938,30824,93398,1198.43,completed,UNKNOWN
617,21808,95364,1913.65,completed,online
1,5515,97785,1529.38,completed,online
1,10359,101241,1323.84,completed,online
4355,37697,102476,914.44,failed,online
2275,32563,105359,1358.84,completed,online
4641,23384,106358,1704.12,completed,online
1392,5089,106403,907.76,failed,online
1,34724,108360,328.02,completed,online
3262,17849,109170,587.22,failed,online
2936,4599,111486,430.24,completed,online
2893,45787,113988,793.72,failed,online
2404,30582,118691,1494.47,failed,online
1,12924,119923,603.07,completed,online
4113,18151,120090,1743.4,failed,online
3976,44731,121086,608.74,completed,online
1246,30403,121197,13.15,failed,online
1644,39014,126399,578.82,failed,online
792,9419,130959,718.1,failed,online
3492,13974,131649,125.87,completed,online
3745,31039,135334,76.8,completed,online
3569,13996,135485,604.45,completed,online
1529,25570,137668,941.87,failed,online
3679,70,139796,21.21,completed,online
1526,18859,140085,224.89,completed,online
4242,16092,140587,1369.51,completed,online
1,18582,141399,558.88,failed,online
4769,47382,141837,936.54,completed,online
2346,48765,143172,1165.3,completed,online
3693,4401,144527,848.01,completed,online
1132,42411,145449,1719.28,failed,online
3486,3077,145703,754.83,failed,online
3920,13224,147159,5051.494506388598,failed,online
