product_id,customer_id,transaction_id,amount,status,channel
268,3843,404,935.66,completed,online
2209,7815,411,843.06,completed,online
1,42695,3259,748.41,failed,online
4378,15743,3879,786.6,completed,online
3242,47481,4862,1751.12,completed,online
3842,27553,8609,1804.4,failed,online
1,37441,10129,481.94,completed,online
3926,11874,10542,1938.89,failed,online
3029,24293,13058,1695.22,failed,online
1954,5340,13865,1922.64,failed,online
2660,29064,16307,1306.19,failed,online
4546,2957,17256,1042.48,failed,online
1,4018,18017,1582.27,failed,online
1166,30174,19908,1558.32,failed,online
4996,13767,20266,45.21,completed,online
1425,45439,25634,1008.53,failed,online
2989,640,25899,1748.45,completed,online
2833,15502,26552,380.05,failed,online
1,3669,27201,1263.48,failed,online
4621,42085,27923,1953.91,failed,online
614,27984,28190,706.21,completed,online
4168,10196,31066,108.01,completed,online
1,13926,31310,1135.14,failed,online
702,10797,32438,1372.6,completed,online
1,9711,35374,1369.45,completed,online
1892,1958,39886,462.97,completed,online
1,44372,41950,1147.08,completed,online
1253,9458,42239,1622.38,completed,online
1,18773,43181,1319.46,failed,online
1,10243,48970,610.46,failed,online
4774,1798,50085,356.49,failed,online
2835,6221,51553,75.87,failed,online
1,28819,51713,1199.7,failed,online
1281,16829,53262,1391.68,completed,online
1105,23602,54274,1503.21,completed,online
21,49361,56254,1466.76,failed,online
3000,1391,57300,1208.2,failed,online
2639,26952,58239,881.68,completed,online
998,19065,60087,385.56,completed,online
1,15795,64299,114.47,completed,online
3414,22069,65534,1397.48,completed,online
1,25378,65870,863.23,completed,online
1,10880,66070,1070.31,completed,online
910,37846,73928,345.93,completed,online
1,5501,74088,1448.85,completed,online
172,47899,74648,1848.77,failed,online
4237,5272,75499,1338.52,completed,online
2536,40471,80601,564.6,completed,online
1607,10150,81336,113.61,failed,online
2755,16342,82189,1041.3,completed,online
3111,3582,84023,118.83,failed,online
3053,39454,85983,1958.89,completed,online
47,18475,88898,723.27,failed,online
2860,33766,90714,1255.75,completed,online
4662,36176,90716,674.78,failed,online
3827,29366,92280,885.49,failed,online
3771,12838,93087,1690.32,completed,online
2564,1060,94019,192.39,failed,online
3032,10520,94459,1044.61,completed,online
1,28174,94519,680.5,completed,online
1610,14090,95134,1384.92,failed,online
177,3595,95438,1300.07,completed,online
3254,15413,97955,1226.16,completed,online
1,22394,99508,539.98,failed,online
1590,49435,100487,896.5,completed,online
3733,13926,102595,584.22,failed,online
1582,40755,103144,639.02,failed,online
83,47590,103484,986.83,failed,online
1,13412,106108,1605.96,completed,online
1052,67,111605,1270.56,failed,online
3597,32714,113522,588.75,completed,online
990,49373,115497,1348.61,failed,online
2067,32085,116343,1783.86,completed,online
4009,9230,117805,226.52,failed,online
3637,39224,118551,832.87,completed,online
4719,31727,118962,274.32,failed,online
4129,47521,120542,585.91,failed,online
496,44368,124738,408.77,failed,online
1,40636,125316,667.08,failed,online
1593,389,127769,1026.55,completed,UNKNOWN
2604,21796,131545,7443.550569641846,failed,online
513,16881,132239,1099.04,completed,online
3690,31087,135347,1639.16,completed,online
3856,36824,136457,1226.27,completed,online
1777,23137,139224,458.27,completed,online
196,14974,139361,165.39,failed,online
3812,41791,139665,32.41,completed,online
1189,39857,140839,759.76,completed,online
113,4383,142311,715.32,failed,online
2124,27647,143453,653.95,failed,online
1,32499,145282,210.6,completed,online
