product_id,customer_id,transaction_id,amount,status,channel
1891,49939,2203,1847.4,failed,online
3386,47152,2652,1514.71,failed,online
468,13242,6313,1217.69,failed,online
712,20858,7707,1986.88,failed,online
1,11133,8083,42.53,failed,online
1206,20240,8360,127.73,completed,online
2524,32981,11644,1736.24,failed,online
1,46145,20713,1068.83,failed,online
3044,35969,24071,1993.65,completed,online
1,27962,25451,1260.53,completed,online
4146,10479,26279,491.59,completed,online
1,22594,29831,529.87,completed,online
4521,4998,33971,195.11,failed,online
3142,34113,37881,396.37,completed,online
1608,32659,42345,1627.21,failed,online
2243,46531,42917,888.94,failed,online
4777,42197,45321,827.02,failed,online
1,44049,47010,611.04,completed,online
1,15769,50665,18.79,completed,online
1,927,50956,1851.79,failed,online
1109,14538,51573,796.29,failed,online
1050,49212,56314,1778.77,failed,online
1,4474,65087,610.62,failed,online
1,48664,66891,1009.16,failed,online
3023,26855,67265,1952.25,completed,online
515,24261,69844,971.32,failed,online
3831,21024,70692,1935.32,completed,online
1361,3836,72612,773.59,completed,online
4676,32133,73938,1942.44,completed,online
600,40090,73977,1035.41,completed,online
4610,36581,84380,1000.71,completed,online
2840,23365,85203,1757.69,completed,online
1222,1510,86213,75.08,completed,online
1,8470,91936,682.53,completed,online
4441,9869,99348,1010.45,completed,online
108,49131,99502,569.81,completed,online
3117,2705,99723,1119.15,completed,online
206,30918,100945,1057.06,failed,online
1799,16501,101069,368.82,completed,online
189,22721,101288,1662.35,completed,online
4673,35301,104527,1697.06,failed,online
2635,13271,105008,1849.04,failed,online
1530,37139,107729,1258.4,failed,online
904,47160,114204,7908.198663639097,completed,online
1373,26793,114641,479.98,failed,online
1728,10095,118615,732.67,completed,online
1956,48596,120074,1676.71,completed,online
2381,45079,121540,6742.079044887598,failed,online
3057,21726,124560,1375.93,completed,online
1,33278,126692,1122.4,completed,online
3913,49506,129197,1649.96,completed,online
1,24323,135587,1157.51,failed,online
1,47641,137866,1558.14,completed,online
1925,25645,138911,1943.84,failed,online
2696,21771,140470,603.33,completed,online
1,21559,142611,1790.48,failed,online
2059,13107,147214,561.22,completed,online
1,488,148667,1287.64,failed,online
1,44512,148719,216.06,failed,online
4944,37732,149233,902.81,completed,online
3826,29548,149946,570.64,completed,online
